id,odor,gill-attachment,ring-number,ring-type
6440,f,f,o,e
6441,s,f,o,e
6442,f,f,o,e
6443,y,f,o,e
6444,s,f,o,e
6445,y,f,o,e
6446,y,f,o,e
6447,y,f,o,e
6448,y,f,o,e
6449,y,f,o,e
6450,n,f,t,p
6451,y,f,o,e
6452,y,f,o,e
6453,f,f,o,e
6454,s,f,o,e
6455,y,f,o,e
6456,f,f,o,e
6457,s,f,o,e
6458,s,f,o,e
6459,y,f,o,e
6460,s,f,o,e
6461,s,f,o,e
6462,f,f,o,e
6463,s,f,o,e
6464,f,f,o,e
6465,f,f,o,e
6466,y,f,o,e
6467,y,f,o,e
6468,y,f,o,e
6469,y,f,o,e
6470,f,f,o,e
6471,f,f,o,e
6472,f,f,o,e
6473,s,f,o,e
6474,y,f,o,e
6475,f,f,o,e
6476,y,f,o,e
6477,f,f,o,e
6478,y,f,o,e
6479,s,f,o,e
6480,s,f,o,e
6481,s,f,o,e
6482,y,f,o,e
6483,s,f,o,e
6484,y,f,o,e
6485,y,f,o,e
6486,y,f,o,e
6487,s,f,o,e
6488,f,f,o,e
6489,s,f,o,e
6490,f,f,o,e
6491,s,f,o,e
6492,s,f,o,e
6493,f,f,o,e
6494,s,f,o,e
6495,f,f,o,e
6496,y,f,o,e
6497,y,f,o,e
6498,f,f,o,e
6499,s,f,o,e
6500,f,f,o,e
6501,f,f,o,e
6502,s,f,o,e
6503,f,f,o,e
6504,f,f,o,e
6505,y,f,o,e
6506,s,f,o,e
6507,f,f,o,e
6508,s,f,o,e
6509,y,f,o,e
6510,n,f,t,p
6511,s,f,o,e
6512,f,f,o,e
6513,y,f,o,e
6514,y,f,o,e
6515,y,f,o,e
6516,f,f,o,e
6517,y,f,o,e
6518,n,f,t,p
6519,f,f,o,e
6520,f,f,o,e
6521,y,f,o,e
6522,y,f,o,e
6523,y,f,o,e
6524,f,f,o,e
6525,s,f,o,e
6526,f,f,o,e
6527,s,f,o,e
6528,s,f,o,e
6529,y,f,o,e
6530,s,f,o,e
6531,n,f,t,p
6532,f,f,o,e
6533,f,f,o,e
6534,f,f,o,e
6535,s,f,o,e
6536,y,f,o,e
6537,y,f,o,e
6538,s,f,o,e
6539,y,f,o,e
6540,y,f,o,e
6541,s,f,o,e
6542,s,f,o,e
6543,f,f,o,e
6544,s,f,o,e
6545,s,f,o,e
6546,f,f,o,e
6547,y,f,o,e
6548,f,f,o,e
6549,s,f,o,e
6550,s,f,o,e
6551,f,f,o,e
6552,s,f,o,e
6553,y,f,o,e
6554,s,f,o,e
6555,y,f,o,e
6556,f,f,o,e
6557,s,f,o,e
6558,s,f,o,e
6559,n,a,o,p
6560,y,f,o,e
6561,y,f,o,e
6562,f,f,o,e
6563,y,f,o,e
6564,y,f,o,e
6565,y,f,o,e
6566,f,f,o,e
6567,y,f,o,e
6568,f,f,o,e
6569,f,f,o,e
6570,s,f,o,e
6571,y,f,o,e
6572,s,f,o,e
6573,f,f,o,e
6574,y,f,o,e
6575,y,f,o,e
6576,f,f,o,e
6577,f,f,o,e
6578,y,f,o,e
6579,f,f,o,e
6580,y,f,o,e
6581,y,f,o,e
6582,s,f,o,e
6583,s,f,o,e
6584,s,f,o,e
6585,s,f,o,e
6586,y,f,o,e
6587,y,f,o,e
6588,y,f,o,e
6589,s,f,o,e
6590,f,f,o,e
6591,y,f,o,e
6592,s,f,o,e
6593,s,f,o,e
6594,s,f,o,e
6595,s,f,o,e
6596,s,f,o,e
6597,y,f,o,e
6598,s,f,o,e
6599,y,f,o,e
6600,n,f,t,p
6601,y,f,o,e
6602,s,f,o,e
6603,s,f,o,e
6604,s,f,o,e
6605,s,f,o,e
6606,f,f,o,e
6607,f,f,o,e
6608,s,f,o,e
6609,y,f,o,e
6610,f,f,o,e
6611,f,f,o,e
6612,f,f,o,e
6613,f,f,o,e
6614,y,f,o,e
6615,s,f,o,e
6616,f,f,o,e
6617,y,f,o,e
6618,s,f,o,e
6619,f,f,o,e
6620,s,f,o,e
6621,s,f,o,e
6622,f,f,o,e
6623,s,f,o,e
6624,y,f,o,e
6625,f,f,o,e
6626,s,f,o,e
6627,y,f,o,e
6628,s,f,o,e
6629,y,f,o,e
6630,y,f,o,e
6631,s,f,o,e
6632,y,f,o,e
6633,f,f,o,e
6634,s,f,o,e
6635,f,f,o,e
6636,s,f,o,e
6637,f,f,o,e
6638,y,f,o,e
6639,y,f,o,e
6640,y,f,o,e
6641,y,f,o,e
6642,y,f,o,e
6643,s,f,o,e
6644,f,f,o,e
6645,y,f,o,e
6646,f,f,o,e
6647,y,f,o,e
6648,s,f,o,e
6649,y,f,o,e
6650,y,f,o,e
6651,s,f,o,e
6652,y,f,o,e
6653,s,f,o,e
6654,f,f,o,e
6655,y,f,o,e
6656,s,f,o,e
6657,f,f,o,e
6658,f,f,o,e
6659,s,f,o,e
6660,y,f,o,e
6661,n,f,t,p
6662,y,f,o,e
6663,s,f,o,e
6664,n,a,o,p
6665,y,f,o,e
6666,s,f,o,e
6667,s,f,o,e
6668,s,f,o,e
6669,m,a,n,n
6670,s,f,o,e
6671,s,f,o,e
6672,y,f,o,e
6673,s,f,o,e
6674,f,f,o,e
6675,f,f,o,e
6676,f,f,o,e
6677,s,f,o,e
6678,y,f,o,e
6679,y,f,o,e
6680,s,f,o,e
6681,y,f,o,e
6682,f,f,o,e
6683,s,f,o,e
6684,f,f,o,e
6685,f,f,o,e
6686,y,f,o,e
6687,f,f,o,e
6688,s,f,o,e
6689,f,f,o,e
6690,y,f,o,e
6691,y,f,o,e
6692,s,f,o,e
6693,y,f,o,e
6694,s,f,o,e
6695,s,f,o,e
6696,f,f,o,e
6697,y,f,o,e
6698,f,f,o,e
6699,y,f,o,e
6700,s,f,o,e
6701,f,f,o,e
6702,y,f,o,e
6703,s,f,o,e
6704,s,f,o,e
6705,f,f,o,e
6706,y,f,o,e
6707,f,f,o,e
6708,y,f,o,e
6709,y,f,o,e
6710,f,f,o,e
6711,y,f,o,e
6712,f,f,o,e
6713,f,f,o,e
6714,f,f,o,e
6715,s,f,o,e
6716,y,f,o,e
6717,s,f,o,e
6718,f,f,o,e
6719,y,f,o,e
6720,s,f,o,e
6721,s,f,o,e
6722,f,f,o,e
6723,s,f,o,e
6724,f,f,o,e
6725,s,f,o,e
6726,y,f,o,e
6727,s,f,o,e
6728,y,f,o,e
6729,s,f,o,e
6730,f,f,o,e
6731,f,f,o,e
6732,s,f,o,e
6733,y,f,o,e
6734,s,f,o,e
6735,y,f,o,e
6736,s,f,o,e
6737,y,f,o,e
6738,s,f,o,e
6739,y,f,o,e
6740,y,f,o,e
6741,f,f,o,e
6742,y,f,o,e
6743,s,f,o,e
6744,y,f,o,e
6745,n,f,t,p
6746,y,f,o,e
6747,f,f,o,e
6748,s,f,o,e
6749,f,f,o,e
6750,y,f,o,e
6751,s,f,o,e
6752,y,f,o,e
6753,n,f,t,p
6754,s,f,o,e
6755,f,f,o,e
6756,s,f,o,e
6757,f,f,o,e
6758,f,f,o,e
6759,s,f,o,e
6760,s,f,o,e
6761,y,f,o,e
6762,f,f,o,e
6763,n,f,t,p
6764,n,a,o,p
6765,s,f,o,e
6766,s,f,o,e
6767,s,f,o,e
6768,s,f,o,e
6769,y,f,o,e
6770,f,f,o,e
6771,y,f,o,e
6772,f,f,o,e
6773,s,f,o,e
6774,y,f,o,e
6775,n,f,t,p
6776,f,f,o,e
6777,y,f,o,e
6778,y,f,o,e
6779,y,f,o,e
6780,f,f,o,e
6781,y,f,o,e
6782,y,f,o,e
6783,y,f,o,e
6784,y,f,o,e
6785,f,f,o,e
6786,s,f,o,e
6787,f,f,o,e
6788,s,f,o,e
6789,f,f,o,e
6790,s,f,o,e
6791,f,f,o,e
6792,s,f,o,e
6793,s,f,o,e
6794,s,f,o,e
6795,y,f,o,e
6796,s,f,o,e
6797,f,f,o,e
6798,f,f,o,e
6799,y,f,o,e
6800,f,f,o,e
6801,y,f,o,e
6802,s,f,o,e
6803,y,f,o,e
6804,f,f,o,e
6805,s,f,o,e
6806,f,f,o,e
6807,y,f,o,e
6808,y,f,o,e
6809,s,f,o,e
6810,y,f,o,e
6811,f,f,o,e
6812,f,f,o,e
6813,f,f,o,e
6814,y,f,o,e
6815,s,f,o,e
6816,y,f,o,e
6817,f,f,o,e
6818,s,f,o,e
6819,f,f,o,e
6820,y,f,o,e
6821,y,f,o,e
6822,s,f,o,e
6823,y,f,o,e
6824,y,f,o,e
6825,y,f,o,e
6826,s,f,o,e
6827,f,f,o,e
6828,n,f,t,p
6829,y,f,o,e
6830,y,f,o,e
6831,s,f,o,e
6832,s,f,o,e
6833,s,f,o,e
6834,f,f,o,e
6835,f,f,o,e
6836,f,f,o,e
6837,f,f,o,e
6838,f,f,o,e
6839,f,f,o,e
6840,f,f,o,e
6841,s,f,o,e
6842,y,f,o,e
6843,f,f,o,e
6844,s,f,o,e
6845,s,f,o,e
6846,s,f,o,e
6847,y,f,o,e
6848,s,f,o,e
6849,f,f,o,e
6850,n,a,o,p
6851,f,f,o,e
6852,s,f,o,e
6853,s,f,o,e
6854,f,f,o,e
6855,f,f,o,e
6856,m,f,n,n
6857,f,f,o,e
6858,s,f,o,e
6859,y,f,o,e
6860,f,f,o,e
6861,n,f,t,p
6862,y,f,o,e
6863,y,f,o,e
6864,y,f,o,e
6865,s,f,o,e
6866,y,f,o,e
6867,y,f,o,e
6868,f,f,o,e
6869,f,f,o,e
6870,f,f,o,e
6871,f,f,o,e
6872,y,f,o,e
6873,y,f,o,e
6874,y,f,o,e
6875,s,f,o,e
6876,f,f,o,e
6877,y,f,o,e
6878,y,f,o,e
6879,f,f,o,e
6880,f,f,o,e
6881,f,f,o,e
6882,f,f,o,e
6883,y,f,o,e
6884,f,f,o,e
6885,n,f,t,p
6886,y,f,o,e
6887,y,f,o,e
6888,s,f,o,e
6889,s,f,o,e
6890,f,f,o,e
6891,s,f,o,e
6892,s,f,o,e
6893,f,f,o,e
6894,s,f,o,e
6895,s,f,o,e
6896,s,f,o,e
6897,f,f,o,e
6898,y,f,o,e
6899,y,f,o,e
6900,f,f,o,e
6901,n,a,o,p
6902,y,f,o,e
6903,y,f,o,e
6904,f,f,o,e
6905,n,f,t,p
6906,n,a,o,p
6907,n,f,t,p
6908,n,f,t,p
6909,s,f,o,e
6910,f,f,o,e
6911,n,a,o,p
6912,s,f,o,e
6913,n,f,o,e
6914,f,f,o,e
6915,n,f,t,p
6916,f,f,o,e
6917,s,f,o,e
6918,s,f,o,e
6919,y,f,o,e
6920,s,f,o,e
6921,n,f,t,p
6922,s,f,o,e
6923,y,f,o,e
6924,f,f,o,e
6925,n,f,t,p
6926,s,f,o,e
6927,y,f,o,e
6928,n,a,o,p
6929,n,f,t,p
6930,y,f,o,e
6931,y,f,o,e
6932,s,f,o,e
6933,n,f,t,p
6934,f,f,o,e
6935,y,f,o,e
6936,y,f,o,e
6937,f,f,o,e
6938,n,f,t,p
6939,n,f,t,p
6940,y,f,o,e
6941,y,f,o,e
6942,n,f,t,p
6943,s,f,o,e
6944,y,f,o,e
6945,s,f,o,e
6946,m,a,n,n
6947,f,f,o,e
6948,s,f,o,e
6949,s,f,o,e
6950,f,f,o,e
6951,f,f,o,e
6952,f,f,o,e
6953,n,f,t,p
6954,s,f,o,e
6955,f,f,o,e
6956,y,f,o,e
6957,s,f,o,e
6958,s,f,o,e
6959,n,f,t,p
6960,f,f,o,e
6961,s,f,o,e
6962,s,f,o,e
6963,s,f,o,e
6964,y,f,o,e
6965,s,f,o,e
6966,y,f,o,e
6967,f,f,o,e
6968,n,f,t,p
6969,f,f,o,e
6970,f,f,o,e
6971,n,f,t,p
6972,f,f,o,e
6973,y,f,o,e
6974,s,f,o,e
6975,s,f,o,e
6976,n,f,t,p
6977,f,f,o,e
6978,y,f,o,e
6979,f,f,o,e
6980,f,f,o,e
6981,y,f,o,e
6982,f,f,o,e
6983,s,f,o,e
6984,f,f,o,e
6985,n,f,t,p
6986,y,f,o,e
6987,f,f,o,e
6988,f,f,o,e
6989,s,f,o,e
6990,n,a,o,p
6991,n,f,t,p
6992,m,f,n,n
6993,y,f,o,e
6994,y,f,o,e
6995,n,a,o,p
6996,s,f,o,e
6997,s,f,o,e
6998,n,f,t,p
6999,n,f,t,p
7000,n,a,o,p
7001,s,f,o,e
7002,s,f,o,e
7003,s,f,o,e
7004,n,f,t,p
7005,n,f,t,p
7006,n,f,t,p
7007,f,f,o,e
7008,s,f,o,e
7009,n,f,t,p
7010,n,f,t,p
7011,f,f,o,e
7012,n,f,t,p
7013,s,f,o,e
7014,f,f,o,e
7015,f,f,o,e
7016,n,f,t,p
7017,n,f,t,p
7018,y,f,o,e
7019,f,f,o,e
7020,n,f,t,p
7021,n,f,t,p
7022,s,f,o,e
7023,n,f,t,p
7024,y,f,o,e
7025,y,f,o,e
7026,n,a,o,p
7027,n,a,o,p
7028,s,f,o,e
7029,y,f,o,e
7030,s,f,o,e
7031,y,f,o,e
7032,y,f,o,e
7033,n,f,t,p
7034,n,a,o,p
7035,m,f,n,n
7036,n,f,t,p
7037,n,a,o,p
7038,n,a,o,p
7039,s,f,o,e
7040,n,f,t,p
7041,n,f,t,p
7042,n,a,o,p
7043,y,f,o,e
7044,s,f,o,e
7045,s,f,o,e
7046,y,f,o,e
7047,n,f,t,p
7048,s,f,o,e
7049,s,f,o,e
7050,s,f,o,e
7051,n,f,t,p
7052,n,a,o,p
7053,f,f,o,e
7054,s,f,o,e
7055,n,a,o,p
7056,y,f,o,e
7057,y,f,o,e
7058,s,f,o,e
7059,s,f,o,e
7060,s,f,o,e
7061,y,f,o,e
7062,s,f,o,e
7063,y,f,o,e
7064,n,f,t,p
7065,y,f,o,e
7066,m,a,n,n
7067,f,f,o,e
7068,n,f,t,p
7069,f,f,o,e
7070,y,f,o,e
7071,s,f,o,e
7072,y,f,o,e
7073,f,f,o,e
7074,n,f,t,p
7075,f,f,o,e
7076,f,f,o,e
7077,y,f,o,e
7078,y,f,o,e
7079,f,f,o,e
7080,n,a,o,p
7081,s,f,o,e
7082,s,f,o,e
7083,f,f,o,e
7084,s,f,o,e
7085,f,f,o,e
7086,y,f,o,e
7087,n,f,t,p
7088,s,f,o,e
7089,s,f,o,e
7090,n,f,t,p
7091,n,a,o,p
7092,m,f,n,n
7093,s,f,o,e
7094,f,f,o,e
7095,f,f,o,e
7096,y,f,o,e
7097,y,f,o,e
7098,y,f,o,e
7099,n,f,t,p
7100,f,f,o,e
7101,m,a,n,n
7102,s,f,o,e
7103,s,f,o,e
7104,n,f,t,p
7105,y,f,o,e
7106,y,f,o,e
7107,f,f,o,e
7108,y,f,o,e
7109,f,f,o,e
7110,f,f,o,e
7111,n,f,t,p
7112,m,a,n,n
7113,y,f,o,e
7114,f,f,o,e
7115,f,f,o,e
7116,s,f,o,e
7117,n,f,t,p
7118,y,f,o,e
7119,y,f,o,e
7120,n,f,t,p
7121,s,f,o,e
7122,y,f,o,e
7123,s,f,o,e
7124,n,f,t,p
7125,s,f,o,e
7126,s,f,o,e
7127,y,f,o,e
7128,f,f,o,e
7129,n,a,o,p
7130,y,f,o,e
7131,y,f,o,e
7132,y,f,o,e
7133,f,f,o,e
7134,n,a,o,p
7135,n,f,t,p
7136,n,a,o,p
7137,n,f,t,p
7138,y,f,o,e
7139,f,f,o,e
7140,s,f,o,e
7141,y,f,o,e
7142,n,f,t,p
7143,s,f,o,e
7144,n,f,t,p
7145,f,f,o,e
7146,f,f,o,e
7147,m,f,n,n
7148,s,f,o,e
7149,s,f,o,e
7150,s,f,o,e
7151,f,f,o,e
7152,f,f,o,e
7153,s,f,o,e
7154,n,f,t,p
7155,y,f,o,e
7156,y,f,o,e
7157,s,f,o,e
7158,y,f,o,e
7159,n,f,t,p
7160,s,f,o,e
7161,s,f,o,e
7162,s,f,o,e
7163,n,f,t,p
7164,y,f,o,e
7165,y,f,o,e
7166,y,f,o,e
7167,m,f,n,n
7168,n,f,t,p
7169,f,f,o,e
7170,f,f,o,e
7171,n,f,t,p
7172,f,f,o,e
7173,s,f,o,e
7174,n,a,o,p
7175,f,f,o,e
7176,s,f,o,e
7177,n,a,o,p
7178,f,f,o,e
7179,f,f,o,e
7180,s,f,o,e
7181,s,f,o,e
7182,n,f,t,p
7183,n,a,o,p
7184,n,f,t,p
7185,s,f,o,e
7186,n,f,t,p
7187,y,f,o,e
7188,s,f,o,e
7189,n,a,o,p
7190,y,f,o,e
7191,f,f,o,e
7192,y,f,o,e
7193,s,f,o,e
7194,s,f,o,e
7195,f,f,o,e
7196,n,f,t,p
7197,f,f,o,e
7198,s,f,o,e
7199,y,f,o,e
7200,f,f,o,e
7201,n,f,t,p
7202,f,f,o,e
7203,n,f,t,p
7204,y,f,o,e
7205,n,f,t,p
7206,n,a,o,p
7207,f,f,o,e
7208,f,f,o,e
7209,n,f,t,p
7210,y,f,o,e
7211,s,f,o,e
7212,n,f,t,p
7213,f,f,o,e
7214,f,f,o,e
7215,f,f,o,e
7216,s,f,o,e
7217,s,f,o,e
7218,n,f,t,p
7219,f,f,o,e
7220,f,f,o,e
7221,n,f,t,p
7222,n,a,o,p
7223,n,f,t,p
7224,s,f,o,e
7225,f,f,o,e
7226,s,f,o,e
7227,n,f,t,p
7228,s,f,o,e
7229,n,a,o,p
7230,n,f,t,p
7231,m,f,n,n
7232,n,f,t,p
7233,y,f,o,e
7234,n,a,o,p
7235,n,f,t,p
7236,n,a,o,p
7237,n,f,t,p
7238,f,f,o,e
7239,y,f,o,e
7240,n,a,o,p
7241,y,f,o,e
7242,y,f,o,e
7243,y,f,o,e
7244,s,f,o,e
7245,n,a,o,p
7246,n,f,t,p
7247,n,a,o,p
7248,s,f,o,e
7249,s,f,o,e
7250,y,f,o,e
7251,y,f,o,e
7252,n,a,o,p
7253,y,f,o,e
7254,n,a,o,p
7255,y,f,o,e
7256,n,f,t,p
7257,f,f,o,e
7258,f,f,o,e
7259,n,f,t,p
7260,y,f,o,e
7261,n,f,t,p
7262,f,f,o,e
7263,f,f,o,e
7264,n,f,t,p
7265,s,f,o,e
7266,m,a,n,n
7267,n,f,t,p
7268,y,f,o,e
7269,s,f,o,e
7270,y,f,o,e
7271,n,f,t,p
7272,n,f,t,p
7273,s,f,o,e
7274,n,f,t,p
7275,f,f,o,e
7276,y,f,o,e
7277,n,f,t,p
7278,y,f,o,e
7279,n,f,t,p
7280,y,f,o,e
7281,n,f,t,p
7282,n,a,o,p
7283,s,f,o,e
7284,f,f,o,e
7285,n,f,t,p
7286,m,a,n,n
7287,y,f,o,e
7288,f,f,o,e
7289,y,f,o,e
7290,f,f,o,e
7291,n,a,o,p
7292,f,f,o,e
7293,n,f,t,p
7294,n,f,t,p
7295,y,f,o,e
7296,n,f,o,e
7297,y,f,o,e
7298,s,f,o,e
7299,s,f,o,e
7300,n,a,o,p
7301,n,f,t,p
7302,n,f,t,p
7303,s,f,o,e
7304,s,f,o,e
7305,s,f,o,e
7306,n,f,t,p
7307,n,a,o,p
7308,y,f,o,e
7309,f,f,o,e
7310,n,f,t,p
7311,y,f,o,e
7312,n,f,t,p
7313,y,f,o,e
7314,s,f,o,e
7315,n,f,t,p
7316,n,f,t,p
7317,f,f,o,e
7318,f,f,o,e
7319,s,f,o,e
7320,n,f,t,p
7321,f,f,o,e
7322,y,f,o,e
7323,f,f,o,e
7324,m,f,n,n
7325,f,f,o,e
7326,n,a,o,p
7327,f,f,o,e
7328,n,a,o,p
7329,n,f,t,p
7330,n,f,t,p
7331,s,f,o,e
7332,y,f,o,e
7333,f,f,o,e
7334,y,f,o,e
7335,n,f,t,p
7336,n,f,t,p
7337,m,f,n,n
7338,f,f,o,e
7339,f,f,o,e
7340,y,f,o,e
7341,s,f,o,e
7342,s,f,o,e
7343,m,f,n,n
7344,s,f,o,e
7345,n,f,t,p
7346,y,f,o,e
7347,n,f,t,p
7348,f,f,o,e
7349,y,f,o,e
7350,n,f,t,p
7351,n,f,t,p
7352,y,f,o,e
7353,n,a,o,p
7354,n,f,t,p
7355,n,f,t,p
7356,s,f,o,e
7357,f,f,o,e
7358,f,f,o,e
7359,n,f,t,p
7360,n,f,t,p
7361,n,f,t,p
7362,n,f,t,p
7363,y,f,o,e
7364,y,f,o,e
7365,y,f,o,e
7366,f,f,o,e
7367,n,a,o,p
7368,n,f,o,e
7369,m,a,n,n
7370,y,f,o,e
7371,n,f,t,p
7372,s,f,o,e
7373,n,f,t,p
7374,n,f,t,p
7375,f,f,o,e
7376,n,a,o,p
7377,n,a,o,p
7378,n,f,t,p
7379,n,f,t,p
7380,y,f,o,e
7381,f,f,o,e
7382,s,f,o,e
7383,y,f,o,e
7384,f,f,o,e
7385,y,f,o,e
7386,n,f,t,p
7387,m,f,n,n
7388,y,f,o,e
7389,n,a,o,p
7390,f,f,o,e
7391,n,f,t,p
7392,n,f,t,p
7393,s,f,o,e
7394,y,f,o,e
7395,f,f,o,e
7396,f,f,o,e
7397,s,f,o,e
7398,y,f,o,e
7399,n,f,t,p
7400,y,f,o,e
7401,n,f,t,p
7402,n,f,o,e
7403,s,f,o,e
7404,y,f,o,e
7405,n,f,t,p
7406,n,a,o,p
7407,y,f,o,e
7408,n,a,o,p
7409,y,f,o,e
7410,f,f,o,e
7411,y,f,o,e
7412,n,f,t,p
7413,n,a,o,p
7414,n,a,o,p
7415,f,f,o,e
7416,n,f,t,p
7417,n,f,t,p
7418,s,f,o,e
7419,n,f,t,p
7420,f,f,o,e
7421,y,f,o,e
7422,s,f,o,e
7423,n,f,t,p
7424,f,f,o,e
7425,f,f,o,e
7426,n,a,o,p
7427,f,f,o,e
7428,y,f,o,e
7429,y,f,o,e
7430,s,f,o,e
7431,f,f,o,e
7432,s,f,o,e
7433,n,a,o,p
7434,s,f,o,e
7435,n,f,t,p
7436,s,f,o,e
7437,y,f,o,e
7438,n,a,o,p
7439,s,f,o,e
7440,n,f,t,p
7441,n,a,o,p
7442,s,f,o,e
7443,s,f,o,e
7444,n,f,t,p
7445,n,f,t,p
7446,n,f,t,p
7447,n,a,o,p
7448,s,f,o,e
7449,y,f,o,e
7450,n,f,t,p
7451,n,f,t,p
7452,f,f,o,e
7453,f,f,o,e
7454,f,f,o,e
7455,f,f,o,e
7456,n,a,o,p
7457,f,f,o,e
7458,s,f,o,e
7459,f,f,o,e
7460,n,a,o,p
7461,n,f,t,p
7462,s,f,o,e
7463,f,f,o,e
7464,n,f,t,p
7465,s,f,o,e
7466,s,f,o,e
7467,y,f,o,e
7468,n,a,o,p
7469,n,f,t,p
7470,m,a,n,n
7471,f,f,o,e
7472,f,f,o,e
7473,y,f,o,e
7474,f,f,o,e
7475,s,f,o,e
7476,s,f,o,e
7477,y,f,o,e
7478,s,f,o,e
7479,y,f,o,e
7480,n,f,t,p
7481,m,a,n,n
7482,n,f,t,p
7483,y,f,o,e
7484,n,f,o,e
7485,s,f,o,e
7486,m,a,n,n
7487,n,f,t,p
7488,y,f,o,e
7489,s,f,o,e
7490,y,f,o,e
7491,n,a,o,p
7492,s,f,o,e
7493,f,f,o,e
7494,s,f,o,e
7495,s,f,o,e
7496,s,f,o,e
7497,s,f,o,e
7498,y,f,o,e
7499,n,f,t,p
7500,n,f,t,p
7501,n,f,t,p
7502,s,f,o,e
7503,f,f,o,e
7504,y,f,o,e
7505,f,f,o,e
7506,y,f,o,e
7507,f,f,o,e
7508,y,f,o,e
7509,y,f,o,e
7510,s,f,o,e
7511,n,a,o,p
7512,s,f,o,e
7513,s,f,o,e
7514,n,f,t,p
7515,n,f,t,p
7516,s,f,o,e
7517,n,a,o,p
7518,s,f,o,e
7519,s,f,o,e
7520,s,f,o,e
7521,s,f,o,e
7522,f,f,o,e
7523,n,a,o,p
7524,n,a,o,p
7525,n,f,t,p
7526,y,f,o,e
7527,n,a,o,p
7528,s,f,o,e
7529,n,f,t,p
7530,n,f,t,p
7531,s,f,o,e
7532,n,a,o,p
7533,n,f,t,p
7534,n,f,t,p
7535,n,f,t,p
7536,n,f,t,p
7537,m,f,n,n
7538,n,a,o,p
7539,y,f,o,e
7540,s,f,o,e
7541,n,f,t,p
7542,n,f,t,p
7543,n,f,t,p
7544,n,a,o,p
7545,f,f,o,e
7546,s,f,o,e
7547,s,f,o,e
7548,n,a,o,p
7549,n,f,t,p
7550,f,f,o,e
7551,n,f,t,p
7552,y,f,o,e
7553,n,f,t,p
7554,s,f,o,e
7555,s,f,o,e
7556,n,a,o,p
7557,y,f,o,e
7558,f,f,o,e
7559,n,a,o,p
7560,n,f,t,p
7561,n,f,t,p
7562,n,a,o,p
7563,y,f,o,e
7564,y,f,o,e
7565,n,f,t,p
7566,y,f,o,e
7567,n,f,t,p
7568,s,f,o,e
7569,f,f,o,e
7570,s,f,o,e
7571,n,f,t,p
7572,y,f,o,e
7573,y,f,o,e
7574,n,f,t,p
7575,s,f,o,e
7576,f,f,o,e
7577,n,f,t,p
7578,f,f,o,e
7579,y,f,o,e
7580,s,f,o,e
7581,y,f,o,e
7582,n,f,t,p
7583,y,f,o,e
7584,s,f,o,e
7585,n,f,t,p
7586,n,f,t,p
7587,n,f,t,p
7588,s,f,o,e
7589,y,f,o,e
7590,y,f,o,e
7591,n,f,t,p
7592,f,f,o,e
7593,s,f,o,e
7594,n,f,t,p
7595,y,f,o,e
7596,f,f,o,e
7597,s,f,o,e
7598,n,f,t,p
7599,f,f,o,e
7600,f,f,o,e
7601,n,f,o,e
7602,f,f,o,e
7603,n,f,t,p
7604,f,f,o,e
7605,n,f,t,p
7606,s,f,o,e
7607,f,f,o,e
7608,y,f,o,e
7609,y,f,o,e
7610,n,f,t,p
7611,n,f,t,p
7612,s,f,o,e
7613,n,a,o,p
7614,y,f,o,e
7615,y,f,o,e
7616,n,f,t,p
7617,y,f,o,e
7618,n,a,o,p
7619,y,f,o,e
7620,y,f,o,e
7621,y,f,o,e
7622,y,f,o,e
7623,n,f,t,p
7624,n,f,t,p
7625,y,f,o,e
7626,f,f,o,e
7627,n,f,t,p
7628,n,a,o,p
7629,s,f,o,e
7630,s,f,o,e
7631,n,a,o,p
7632,n,f,t,p
7633,n,f,t,p
7634,y,f,o,e
7635,f,f,o,e
7636,m,f,n,n
7637,n,a,o,p
7638,f,f,o,e
7639,s,f,o,e
7640,s,f,o,e
7641,n,f,t,p
7642,n,f,t,p
7643,n,f,t,p
7644,n,f,t,p
7645,n,f,t,p
7646,s,f,o,e
7647,s,f,o,e
7648,s,f,o,e
7649,f,f,o,e
7650,n,f,t,p
7651,n,f,t,p
7652,n,f,t,p
7653,n,a,o,p
7654,s,f,o,e
7655,f,f,o,e
7656,y,f,o,e
7657,y,f,o,e
7658,f,f,o,e
7659,n,a,o,p
7660,n,f,t,p
7661,y,f,o,e
7662,y,f,o,e
7663,n,f,t,p
7664,s,f,o,e
7665,n,a,o,p
7666,n,a,o,p
7667,s,f,o,e
7668,s,f,o,e
7669,s,f,o,e
7670,s,f,o,e
7671,f,f,o,e
7672,n,f,t,p
7673,f,f,o,e
7674,n,f,t,p
7675,n,a,o,p
7676,y,f,o,e
7677,f,f,o,e
7678,f,f,o,e
7679,n,f,t,p
7680,s,f,o,e
7681,n,f,t,p
7682,f,f,o,e
7683,n,f,t,p
7684,f,f,o,e
7685,s,f,o,e
7686,n,f,t,p
7687,f,f,o,e
7688,s,f,o,e
7689,n,a,o,p
7690,n,a,o,p
7691,y,f,o,e
7692,s,f,o,e
7693,n,a,o,p
7694,y,f,o,e
7695,f,f,o,e
7696,s,f,o,e
7697,f,f,o,e
7698,f,f,o,e
7699,n,f,t,p
7700,n,a,o,p
7701,s,f,o,e
7702,n,a,o,p
7703,n,f,t,p
7704,y,f,o,e
7705,n,f,t,p
7706,n,f,t,p
7707,n,f,o,e
7708,f,f,o,e
7709,f,f,o,e
