id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
2593,f,f,n,f,c,s,p,o,p,y
2594,f,f,n,f,c,s,p,o,p,v
2595,x,f,f,f,c,k,p,o,l,v
2596,x,f,n,f,c,s,p,o,p,y
2597,x,y,n,f,c,s,p,o,p,y
2598,x,f,n,f,c,s,p,o,p,y
2599,x,f,n,f,c,s,p,o,p,y
2600,x,y,n,f,c,s,p,o,p,v
2601,f,f,n,f,c,s,p,o,p,y
2602,f,f,n,f,c,s,p,o,p,y
2603,x,y,n,f,c,s,p,o,p,v
2604,x,f,n,f,c,s,p,o,p,y
2605,f,f,n,f,c,s,p,o,p,v
2606,x,f,f,f,c,k,p,o,l,v
2607,x,f,n,f,c,s,p,o,p,v
2608,f,f,n,f,c,s,p,o,p,v
2609,x,f,n,f,c,s,p,o,p,y
2610,x,f,n,f,c,s,p,o,p,v
2611,x,y,n,f,c,s,p,o,p,y
2612,f,y,n,f,c,s,p,o,p,v
2613,f,f,n,f,c,s,p,o,p,y
2614,x,f,n,f,c,s,p,o,p,y
2615,f,f,n,f,c,s,p,o,p,v
2616,x,y,n,f,c,s,p,o,p,y
2617,x,y,n,f,c,s,p,o,p,y
2618,x,y,n,f,c,s,p,o,p,y
2619,x,f,n,f,c,s,p,o,p,y
2620,x,y,n,f,c,s,p,o,p,y
2621,f,f,n,f,c,s,p,o,p,v
2622,x,y,n,f,c,s,p,o,p,v
2623,x,f,n,f,c,s,p,o,p,y
2624,f,f,n,f,c,s,p,o,p,y
2625,x,y,n,f,c,s,p,o,p,v
2626,x,f,n,f,c,s,p,o,p,v
2627,x,y,n,f,c,s,p,o,p,v
2628,x,f,c,f,c,s,p,o,p,v
2629,f,f,n,f,c,s,p,o,p,v
2630,x,f,n,f,c,s,p,o,p,y
2631,f,s,n,f,w,f,p,o,e,a
2632,f,f,n,f,c,s,p,o,p,v
2633,x,y,n,f,c,s,p,o,p,y
2634,f,y,n,f,c,s,p,o,p,v
2635,x,y,n,f,c,s,p,o,p,v
2636,f,y,n,f,c,s,p,o,p,v
2637,x,y,n,f,c,s,p,o,p,y
2638,x,f,n,f,c,s,p,o,p,v
2639,f,f,n,f,c,s,p,o,p,v
2640,x,y,n,f,c,s,p,o,p,v
2641,f,f,n,f,c,s,p,o,p,y
2642,x,y,n,f,c,s,p,o,p,v
2643,x,y,n,f,c,s,p,o,p,v
2644,f,y,n,f,c,s,p,o,p,v
2645,x,y,n,f,c,s,p,o,p,y
2646,x,f,n,f,c,s,p,o,p,y
2647,f,f,n,f,c,s,p,o,p,y
2648,f,f,n,f,w,f,p,o,e,s
2649,x,y,n,f,c,s,p,o,p,v
2650,x,f,n,f,c,s,p,o,p,y
2651,f,y,n,f,c,s,p,o,p,y
2652,x,f,n,f,c,s,p,o,p,v
2653,x,y,n,f,c,s,p,o,p,y
2654,f,y,n,f,c,s,p,o,p,y
2655,x,y,n,f,c,s,p,o,p,v
2656,f,f,n,f,c,s,p,o,p,v
2657,x,y,n,f,c,s,p,o,p,y
2658,x,y,n,f,c,s,p,o,p,v
2659,x,y,n,f,c,s,p,o,p,v
2660,x,f,n,f,c,s,p,o,p,y
2661,x,f,n,f,c,s,p,o,p,v
2662,x,f,n,f,c,s,p,o,p,v
2663,f,f,n,f,c,s,p,o,p,y
2664,x,f,n,f,c,s,p,o,p,v
2665,x,f,n,f,c,s,p,o,p,v
2666,x,y,n,f,c,s,p,o,p,y
2667,x,y,n,f,c,s,p,o,p,v
2668,x,f,n,f,c,s,p,o,p,y
2669,x,f,n,f,c,s,p,o,p,y
2670,x,f,n,f,c,s,p,o,p,y
2671,x,f,n,f,c,s,p,o,p,v
2672,f,f,n,f,c,s,p,o,p,y
2673,x,f,n,f,c,s,p,o,p,v
2674,f,f,n,f,c,s,p,o,p,y
2675,f,f,n,f,c,s,p,o,p,v
2676,f,f,n,f,c,s,p,o,p,v
2677,x,f,n,f,c,s,p,o,p,v
2678,x,f,n,f,c,s,p,o,p,v
2679,x,y,n,f,c,s,p,o,p,y
2680,f,f,n,f,c,s,p,o,p,y
2681,f,f,n,f,c,s,p,o,p,v
2682,x,y,n,f,c,s,p,o,p,y
2683,f,f,n,f,c,s,p,o,p,v
2684,x,f,c,f,c,s,p,o,p,v
2685,x,f,n,f,c,s,p,o,p,y
2686,x,f,n,f,c,s,p,o,p,v
2687,x,y,n,f,c,s,p,o,p,y
2688,f,f,n,f,c,s,p,o,p,v
2689,f,f,n,f,c,s,p,o,p,y
2690,x,y,n,f,c,s,p,o,p,v
2691,f,s,n,f,w,s,p,o,e,a
2692,x,y,n,f,c,s,p,o,p,y
2693,x,y,n,f,c,s,p,o,p,v
2694,x,y,n,f,c,s,p,o,p,v
2695,f,f,n,f,c,s,p,o,p,v
2696,x,f,n,f,c,s,p,o,p,y
2697,f,f,n,f,c,s,p,o,p,y
2698,x,f,f,f,c,k,p,o,l,y
2699,x,y,n,f,c,s,p,o,p,v
2700,x,f,n,f,c,s,p,o,p,v
2701,x,f,n,f,c,s,p,o,p,v
2702,x,f,n,f,c,s,p,o,p,y
2703,x,y,n,f,c,s,p,o,p,v
2704,f,f,n,f,c,s,p,o,p,y
2705,f,f,n,f,c,s,p,o,p,v
2706,x,y,n,f,c,s,p,o,p,v
2707,x,f,n,f,c,s,p,o,p,y
2708,x,y,n,f,c,s,p,o,p,v
2709,x,y,n,f,c,s,p,o,p,y
2710,x,y,n,f,c,s,p,o,p,v
2711,x,y,n,f,c,s,p,o,p,v
2712,x,y,n,f,c,s,p,o,p,y
2713,x,f,n,f,c,s,p,o,p,y
2714,x,f,n,f,c,s,p,o,p,y
2715,x,y,n,f,c,s,p,o,p,v
2716,x,y,n,f,c,s,p,o,p,y
2717,x,f,n,f,c,s,p,o,p,y
2718,f,f,n,f,c,s,p,o,p,v
2719,f,f,n,f,c,s,p,o,p,y
2720,x,y,n,f,c,s,p,o,p,v
2721,x,f,n,f,c,s,p,o,p,v
2722,x,y,n,f,c,s,p,o,p,y
2723,f,f,n,f,c,s,p,o,p,y
2724,x,y,n,f,c,s,p,o,p,v
2725,f,y,n,f,c,s,p,o,p,v
2726,x,y,n,f,c,s,p,o,p,y
2727,x,y,n,f,c,s,p,o,p,y
2728,x,y,n,f,c,s,p,o,p,y
2729,f,y,n,f,c,s,p,o,p,v
2730,x,y,n,f,c,s,p,o,p,y
2731,x,s,n,f,w,s,p,o,e,s
2732,f,f,n,f,c,s,p,o,p,y
2733,x,y,n,f,c,s,p,o,p,y
2734,x,y,n,f,c,s,p,o,p,y
2735,x,f,n,f,c,s,p,o,p,y
2736,x,f,n,f,c,s,p,o,p,v
2737,x,y,n,f,c,s,p,o,p,y
2738,x,y,n,f,c,s,p,o,p,y
2739,x,f,n,f,c,s,p,o,p,y
2740,x,y,n,f,c,s,p,o,p,y
2741,x,y,n,f,c,s,p,o,p,y
2742,f,f,n,f,c,s,p,o,p,y
2743,x,f,n,f,c,s,p,o,p,y
2744,f,y,n,f,c,s,p,o,p,v
2745,x,y,n,f,c,s,p,o,p,v
2746,x,f,n,f,c,s,p,o,p,y
2747,x,f,n,f,c,s,p,o,p,v
2748,x,y,n,f,c,s,p,o,p,y
2749,x,y,n,f,c,s,p,o,p,y
2750,x,f,c,f,c,s,p,o,p,v
2751,x,y,n,f,c,s,p,o,p,y
2752,x,f,n,f,c,s,p,o,p,y
2753,x,y,n,f,c,s,p,o,p,y
2754,x,y,n,f,c,s,p,o,p,v
2755,x,y,n,f,c,s,p,o,p,v
2756,f,f,n,f,c,s,p,o,p,v
2757,f,f,n,f,c,s,p,o,p,y
2758,x,y,n,f,c,s,p,o,p,v
2759,f,f,n,f,c,s,p,o,p,y
2760,f,f,n,f,c,s,p,o,p,y
2761,f,y,n,f,c,s,p,o,p,y
2762,x,f,n,f,c,s,p,o,p,y
2763,x,y,n,f,c,s,p,o,p,y
2764,x,y,n,f,c,s,p,o,p,v
2765,f,f,n,f,c,s,p,o,p,v
2766,x,f,n,f,c,s,p,o,p,v
2767,x,f,f,f,c,k,p,o,l,v
2768,f,f,n,f,c,s,p,o,p,v
2769,x,y,n,f,c,s,p,o,p,y
2770,x,f,n,f,c,s,p,o,p,y
2771,x,f,f,f,c,k,p,o,l,y
2772,f,f,n,f,c,s,p,o,p,v
2773,x,y,n,f,c,s,p,o,p,v
2774,x,y,n,f,c,s,p,o,p,v
2775,x,f,n,f,c,s,p,o,p,v
2776,x,f,n,f,c,s,p,o,p,y
2777,x,y,n,f,c,s,p,o,p,v
2778,f,f,n,f,c,s,p,o,p,v
2779,x,f,n,f,c,s,p,o,p,v
2780,x,f,n,f,c,s,p,o,p,v
2781,f,f,n,f,c,s,p,o,p,y
2782,x,y,n,f,c,s,p,o,p,v
2783,x,f,n,f,c,s,p,o,p,y
2784,f,f,n,f,c,s,p,o,p,y
2785,f,f,n,f,c,s,p,o,p,v
2786,f,f,n,f,c,s,p,o,p,y
2787,x,f,n,f,c,s,p,o,p,y
2788,x,y,n,f,c,s,p,o,p,y
2789,f,s,n,f,w,f,p,o,e,s
2790,x,y,n,f,c,s,p,o,p,y
2791,f,f,n,f,c,s,p,o,p,y
2792,x,y,n,f,c,s,p,o,p,y
2793,x,f,n,f,c,s,p,o,p,v
2794,f,f,n,f,c,s,p,o,p,y
2795,x,f,n,f,c,s,p,o,p,v
2796,x,f,n,f,c,s,p,o,p,v
2797,x,f,n,f,c,s,p,o,p,v
2798,x,f,c,f,w,s,p,o,p,s
2799,x,y,n,f,c,s,p,o,p,y
2800,x,f,n,f,c,s,p,o,p,v
2801,x,y,n,f,c,s,p,o,p,y
2802,f,f,n,f,w,s,p,o,e,s
2803,x,f,n,f,c,s,p,o,p,y
2804,f,f,n,f,c,s,p,o,p,v
2805,x,f,n,f,c,s,p,o,p,y
2806,f,y,n,f,c,s,p,o,p,y
2807,x,f,n,f,c,s,p,o,p,y
2808,x,y,n,f,c,s,p,o,p,v
2809,x,y,n,f,c,s,p,o,p,v
2810,x,f,n,f,c,s,p,o,p,v
2811,f,y,n,f,c,s,p,o,p,v
2812,f,f,n,f,c,s,p,o,p,v
2813,x,y,n,f,c,s,p,o,p,v
2814,x,y,n,f,c,s,p,o,p,y
2815,x,f,n,f,c,s,p,o,p,v
2816,x,f,n,f,c,s,p,o,p,v
2817,x,f,n,f,c,s,p,o,p,y
2818,f,f,n,f,w,f,p,o,e,s
2819,x,f,n,f,c,s,p,o,p,y
2820,x,y,n,f,c,s,p,o,p,y
2821,x,y,n,f,c,s,p,o,p,v
2822,x,f,n,f,c,s,p,o,p,y
2823,x,y,n,f,c,s,p,o,p,y
2824,f,f,n,f,c,s,p,o,p,v
2825,x,y,n,f,c,s,p,o,p,y
2826,f,f,n,f,c,s,p,o,p,v
2827,x,f,n,f,c,s,p,o,p,v
2828,f,f,n,f,c,s,p,o,p,v
2829,x,y,n,f,c,s,p,o,p,y
2830,x,y,n,f,c,s,p,o,p,y
2831,x,y,n,f,c,s,p,o,p,v
2832,x,f,n,f,c,s,p,o,p,y
2833,x,f,n,f,c,s,p,o,p,v
2834,f,f,n,f,c,s,p,o,p,y
2835,x,y,n,f,c,s,p,o,p,v
2836,x,f,n,f,c,s,p,o,p,y
2837,f,f,n,f,c,s,p,o,p,v
2838,f,f,n,f,c,s,p,o,p,y
2839,x,y,n,f,c,s,p,o,p,y
2840,x,f,n,f,c,s,p,o,p,y
2841,x,f,n,f,c,s,p,o,p,v
2842,x,f,c,f,w,s,p,o,p,v
2843,x,y,n,f,c,s,p,o,p,y
2844,x,f,n,f,c,s,p,o,p,v
2845,f,s,n,f,w,f,p,o,e,s
2846,x,y,n,f,c,s,p,o,p,y
2847,x,y,n,f,c,s,p,o,p,y
2848,x,f,n,f,c,s,p,o,p,y
2849,f,f,n,f,c,s,p,o,p,y
2850,x,f,n,f,c,s,p,o,p,v
2851,x,y,n,f,c,s,p,o,p,y
2852,x,f,n,f,c,s,p,o,p,y
2853,x,f,n,f,c,s,p,o,p,v
2854,f,f,n,f,c,s,p,o,p,v
2855,f,f,n,f,c,s,p,o,p,y
2856,x,y,n,f,c,s,p,o,p,v
2857,x,y,n,f,c,s,p,o,p,y
2858,x,y,n,f,c,s,p,o,p,v
2859,f,f,n,f,c,s,p,o,p,y
2860,x,f,n,f,c,s,p,o,p,y
2861,x,s,c,f,w,s,p,o,p,s
2862,f,y,n,f,c,s,p,o,p,v
2863,x,y,n,f,c,s,p,o,p,v
2864,x,y,n,f,c,s,p,o,p,y
2865,x,y,n,f,c,s,p,o,p,v
2866,x,f,n,f,c,s,p,o,p,y
2867,x,f,n,f,c,s,p,o,p,y
2868,x,y,n,f,c,s,p,o,p,y
2869,x,y,n,f,c,s,p,o,p,y
2870,x,y,n,f,c,s,p,o,p,v
2871,x,y,n,f,c,s,p,o,p,v
2872,x,y,n,f,c,s,p,o,p,v
2873,x,y,n,f,c,s,p,o,p,y
2874,x,f,n,f,c,s,p,o,p,y
2875,x,f,n,f,c,s,p,o,p,y
2876,x,y,n,f,c,s,p,o,p,y
2877,f,f,n,f,c,s,p,o,p,y
2878,f,f,n,f,c,s,p,o,p,y
2879,f,f,n,f,c,s,p,o,p,y
2880,x,y,n,f,c,s,p,o,p,y
2881,x,y,n,f,c,s,p,o,p,v
2882,x,s,n,f,w,f,p,o,e,s
2883,x,y,n,f,c,s,p,o,p,v
2884,x,y,n,f,c,s,p,o,p,y
2885,f,f,n,f,c,s,p,o,p,v
2886,x,f,n,f,c,s,p,o,p,y
2887,f,f,n,f,c,s,p,o,p,v
2888,x,s,c,f,c,s,p,o,p,v
2889,f,y,n,f,c,s,p,o,p,v
2890,x,y,n,f,c,s,p,o,p,v
2891,x,f,n,f,w,s,p,o,e,a
2892,x,y,n,f,c,s,p,o,p,y
2893,x,f,c,f,w,s,p,o,p,v
2894,x,y,n,f,c,s,p,o,p,v
2895,f,f,n,f,c,s,p,o,p,v
2896,f,f,n,f,c,s,p,o,p,v
2897,x,y,n,f,c,s,p,o,p,v
2898,f,f,n,f,c,s,p,o,p,v
2899,x,f,n,f,c,s,p,o,p,y
2900,f,y,n,f,c,s,p,o,p,v
2901,x,y,n,f,c,s,p,o,p,y
2902,f,y,n,f,c,s,p,o,p,y
2903,x,f,n,f,c,s,p,o,p,v
2904,x,f,f,f,c,k,p,o,l,y
2905,x,y,n,f,c,s,p,o,p,y
2906,x,y,n,f,c,s,p,o,p,v
2907,x,f,n,f,c,s,p,o,p,y
2908,x,f,n,f,c,s,p,o,p,y
2909,x,f,n,f,c,s,p,o,p,y
2910,x,f,n,f,c,s,p,o,p,y
2911,f,f,n,f,c,s,p,o,p,y
2912,x,y,n,f,c,s,p,o,p,y
2913,x,f,n,f,c,s,p,o,p,v
2914,x,y,n,f,c,s,p,o,p,v
2915,x,f,n,f,c,s,p,o,p,y
2916,x,y,n,f,c,s,p,o,p,v
2917,x,y,n,f,c,s,p,o,p,y
2918,f,f,n,f,c,s,p,o,p,y
2919,x,f,n,f,c,s,p,o,p,y
2920,f,y,n,f,c,s,p,o,p,v
2921,x,y,n,f,c,s,p,o,p,y
2922,x,y,n,f,c,s,p,o,p,v
2923,f,f,n,f,c,s,p,o,p,y
2924,x,f,n,f,c,s,p,o,p,y
2925,x,y,n,f,c,s,p,o,p,y
2926,x,y,n,f,c,s,p,o,p,y
2927,x,f,f,f,c,k,p,o,l,y
2928,x,f,n,f,c,s,p,o,p,v
2929,x,f,n,f,c,s,p,o,p,y
2930,x,f,n,f,c,s,p,o,p,v
2931,x,f,n,f,c,s,p,o,p,v
2932,f,f,n,f,c,s,p,o,p,y
2933,x,y,n,f,c,s,p,o,p,y
2934,x,f,n,f,c,s,p,o,p,v
2935,x,y,n,f,c,s,p,o,p,v
2936,f,y,n,f,c,s,p,o,p,v
2937,f,f,n,f,c,s,p,o,p,v
2938,x,f,f,f,c,k,p,o,l,v
2939,x,f,n,f,c,s,p,o,p,y
2940,x,y,n,f,c,s,p,o,p,y
2941,x,f,n,f,c,s,p,o,p,v
2942,x,f,n,f,c,s,p,o,p,v
2943,f,f,n,f,c,s,p,o,p,y
2944,x,y,n,f,c,s,p,o,p,v
2945,x,y,n,f,c,s,p,o,p,v
2946,x,y,n,f,c,s,p,o,p,y
2947,f,f,n,f,c,s,p,o,p,y
2948,x,f,n,f,c,s,p,o,p,v
2949,x,y,n,f,c,s,p,o,p,v
2950,x,y,n,f,c,s,p,o,p,v
2951,x,f,n,f,c,s,p,o,p,y
2952,x,y,n,f,c,s,p,o,p,v
2953,x,f,n,f,c,s,p,o,p,y
2954,f,f,n,f,c,s,p,o,p,y
2955,x,f,n,f,c,s,p,o,p,y
2956,f,f,n,f,c,s,p,o,p,v
2957,x,y,n,f,c,s,p,o,p,y
2958,x,f,n,f,c,s,p,o,p,y
2959,x,f,n,f,c,s,p,o,p,y
2960,x,f,n,f,c,s,p,o,p,v
2961,x,f,n,f,c,s,p,o,p,v
2962,x,y,n,f,c,s,p,o,p,y
2963,x,y,n,f,c,s,p,o,p,y
2964,f,f,n,f,c,s,p,o,p,y
2965,x,y,n,f,c,s,p,o,p,y
2966,x,y,n,f,c,s,p,o,p,v
2967,f,f,n,f,w,s,p,o,e,s
2968,x,y,n,f,c,s,p,o,p,v
2969,x,y,n,f,c,s,p,o,p,y
2970,f,f,n,f,c,s,p,o,p,y
2971,f,f,n,f,c,s,p,o,p,y
2972,x,f,n,f,c,s,p,o,p,v
2973,x,y,n,f,c,s,p,o,p,v
2974,x,f,n,f,c,s,p,o,p,y
2975,f,f,n,f,c,s,p,o,p,y
2976,x,y,n,f,c,s,p,o,p,y
2977,x,y,n,f,c,s,p,o,p,v
2978,x,f,n,f,c,s,p,o,p,y
2979,x,y,n,f,c,s,p,o,p,y
2980,x,f,n,f,c,s,p,o,p,v
2981,x,y,n,f,c,s,p,o,p,v
2982,x,f,n,f,c,s,p,o,p,v
2983,x,f,n,f,c,s,p,o,p,v
2984,x,f,n,f,c,s,p,o,p,v
2985,x,f,n,f,c,s,p,o,p,y
2986,f,y,n,f,c,s,p,o,p,y
2987,x,f,n,f,c,s,p,o,p,y
2988,x,f,n,f,c,s,p,o,p,v
2989,x,f,n,f,c,s,p,o,p,y
2990,f,f,n,f,c,s,p,o,p,v
2991,x,f,f,f,c,k,p,o,l,v
2992,x,f,n,f,c,s,p,o,p,v
2993,x,y,n,f,c,s,p,o,p,y
2994,f,f,n,f,c,s,p,o,p,y
2995,x,f,n,f,c,s,p,o,p,v
2996,f,f,n,f,c,s,p,o,p,v
2997,x,y,n,f,c,s,p,o,p,y
2998,x,y,n,f,c,s,p,o,p,y
2999,x,y,n,f,c,s,p,o,p,v
3000,x,y,n,f,c,s,p,o,p,v
3001,x,y,n,f,c,s,p,o,p,v
3002,x,y,f,f,c,k,p,o,l,v
3003,f,y,n,f,c,s,p,o,p,y
3004,x,f,f,f,c,k,p,o,l,y
3005,x,f,c,f,w,s,p,o,p,s
3006,f,f,n,f,c,s,p,o,p,y
3007,f,f,n,f,c,s,p,o,p,v
3008,f,y,n,f,c,s,p,o,p,y
3009,f,f,n,f,c,s,p,o,p,y
3010,x,f,f,f,c,k,p,o,l,y
3011,f,f,n,f,c,s,p,o,p,v
3012,f,y,n,f,c,s,p,o,p,y
3013,f,y,n,f,c,s,p,o,p,y
3014,x,f,c,f,c,s,p,o,p,s
3015,x,f,n,f,c,s,p,o,p,y
3016,f,y,n,f,c,s,p,o,p,v
3017,x,f,f,f,c,k,p,o,l,v
3018,x,f,f,f,c,k,p,o,l,y
3019,f,y,n,f,c,s,p,o,p,v
3020,f,y,n,f,c,s,p,o,p,v
3021,f,f,n,f,c,s,p,o,p,v
3022,f,f,n,f,c,s,p,o,p,v
3023,f,f,n,f,c,s,p,o,p,y
3024,f,y,n,f,c,s,p,o,p,v
3025,f,y,n,f,c,s,p,o,p,y
3026,f,y,n,f,c,s,p,o,p,v
3027,x,f,c,f,w,s,p,o,p,s
3028,x,f,f,f,c,k,p,o,l,y
3029,f,f,n,f,c,s,p,o,p,y
3030,f,y,n,f,c,s,p,o,p,v
3031,f,y,n,f,c,s,p,o,p,v
3032,f,f,n,f,c,s,p,o,p,y
3033,f,f,n,f,c,s,p,o,p,y
3034,f,y,n,f,c,s,p,o,p,v
3035,f,f,f,f,c,k,p,o,l,v
3036,f,y,n,f,c,s,p,o,p,y
3037,f,y,n,f,c,s,p,o,p,v
3038,x,f,c,f,c,s,p,o,p,s
3039,f,f,n,f,c,s,p,o,p,y
3040,f,y,n,f,c,s,p,o,p,v
3041,x,y,f,f,c,k,p,o,l,v
3042,f,f,f,f,c,k,p,o,l,v
3043,f,y,n,f,c,s,p,o,p,v
3044,f,y,n,f,c,s,p,o,p,v
3045,f,y,n,f,c,s,p,o,p,v
3046,f,y,n,f,c,s,p,o,p,v
3047,x,y,n,f,c,s,p,o,p,v
3048,x,s,c,f,w,s,p,o,p,v
3049,f,y,n,f,c,s,p,o,p,y
3050,x,y,n,f,c,s,p,o,p,v
3051,f,f,n,f,c,s,p,o,p,y
3052,f,y,n,f,c,s,p,o,p,v
3053,x,s,c,f,c,s,p,o,p,v
3054,f,f,n,f,c,s,p,o,p,v
3055,f,y,n,f,c,s,p,o,p,y
3056,f,y,n,f,c,s,p,o,p,v
3057,f,y,n,f,c,s,p,o,p,v
3058,x,s,c,f,c,s,p,o,p,s
3059,x,f,c,f,c,s,p,o,p,s
3060,f,y,n,f,c,s,p,o,p,y
3061,x,f,f,f,c,k,p,o,l,y
3062,x,s,c,f,w,s,p,o,p,v
3063,x,f,f,f,c,k,p,o,l,v
3064,f,y,n,f,c,s,p,o,p,v
3065,x,y,f,f,c,k,p,o,l,y
3066,f,y,n,f,c,s,p,o,p,v
3067,f,y,n,f,c,s,p,o,p,y
3068,f,y,n,f,c,s,p,o,p,y
3069,x,s,c,f,c,s,p,o,p,s
3070,x,f,f,f,c,k,p,o,l,v
3071,f,y,n,f,c,s,p,o,p,v
3072,x,y,n,f,c,s,p,o,p,y
3073,f,y,n,f,c,s,p,o,p,y
3074,x,f,f,f,c,k,p,o,l,v
3075,f,y,n,f,c,s,p,o,p,y
3076,f,f,f,f,c,k,p,o,l,y
3077,f,f,n,f,c,s,p,o,p,y
3078,x,f,n,f,c,s,p,o,p,v
3079,f,f,f,f,c,k,p,o,l,v
3080,f,y,n,f,c,s,p,o,p,v
3081,f,y,n,f,c,s,p,o,p,y
3082,f,y,n,f,c,s,p,o,p,y
3083,x,f,f,f,c,k,p,o,l,v
3084,f,f,n,f,c,s,p,o,p,v
3085,f,y,n,f,c,s,p,o,p,v
3086,x,f,f,f,c,k,p,o,l,v
3087,f,y,n,f,c,s,p,o,p,y
3088,x,f,f,f,c,k,p,o,l,y
3089,f,y,n,f,c,s,p,o,p,y
3090,x,f,f,f,c,k,p,o,l,y
3091,x,f,f,f,c,k,p,o,l,y
3092,x,f,f,f,c,k,p,o,l,y
3093,f,y,n,f,c,s,p,o,p,y
3094,x,f,f,f,c,k,p,o,l,v
3095,f,f,n,f,c,s,p,o,p,v
3096,x,s,c,f,w,s,p,o,p,v
3097,f,y,n,f,c,s,p,o,p,v
3098,x,s,c,f,c,s,p,o,p,s
3099,f,f,n,f,c,s,p,o,p,y
3100,f,f,n,f,c,s,p,o,p,y
3101,f,y,n,f,c,s,p,o,p,y
3102,f,y,n,f,c,s,p,o,p,y
3103,x,f,f,f,c,k,p,o,l,y
3104,f,f,f,f,c,k,p,o,l,y
3105,x,s,c,f,w,s,p,o,p,s
3106,f,f,n,f,c,s,p,o,p,v
3107,f,f,n,f,c,s,p,o,p,y
3108,f,y,n,f,c,s,p,o,p,v
3109,f,y,n,f,c,s,p,o,p,y
3110,x,f,f,f,c,k,p,o,l,v
3111,x,f,c,f,c,s,p,o,p,v
3112,f,f,n,f,c,s,p,o,p,y
3113,f,y,n,f,c,s,p,o,p,v
3114,f,y,n,f,c,s,p,o,p,v
3115,f,f,n,f,c,s,p,o,p,v
3116,f,y,n,f,c,s,p,o,p,y
3117,f,y,n,f,c,s,p,o,p,y
3118,f,f,n,f,c,s,p,o,p,v
3119,x,s,c,f,c,s,p,o,p,v
3120,x,f,c,f,c,s,p,o,p,v
3121,f,f,n,f,c,s,p,o,p,y
3122,f,y,n,f,c,s,p,o,p,y
3123,x,f,f,f,c,k,p,o,l,y
3124,x,y,n,f,c,s,p,o,p,v
3125,x,s,c,f,w,s,p,o,p,s
3126,f,y,n,f,c,s,p,o,p,y
3127,f,y,n,f,c,s,p,o,p,y
3128,f,y,n,f,c,s,p,o,p,v
3129,f,f,n,f,c,s,p,o,p,v
3130,f,y,n,f,c,s,p,o,p,y
3131,f,y,n,f,c,s,p,o,p,v
3132,f,y,n,f,c,s,p,o,p,y
3133,f,y,n,f,c,s,p,o,p,y
3134,f,y,n,f,c,s,p,o,p,v
3135,x,f,n,f,c,s,p,o,p,y
3136,f,y,n,f,c,s,p,o,p,y
3137,f,f,n,f,c,s,p,o,p,v
3138,f,y,n,f,c,s,p,o,p,v
3139,x,f,f,f,c,k,p,o,l,v
3140,f,y,n,f,c,s,p,o,p,y
3141,f,y,n,f,c,s,p,o,p,v
3142,x,f,f,f,c,k,p,o,l,y
3143,f,y,n,f,c,s,p,o,p,y
3144,f,y,n,f,c,s,p,o,p,y
3145,f,y,n,f,c,s,p,o,p,y
3146,f,y,n,f,c,s,p,o,p,y
3147,f,y,n,f,c,s,p,o,p,v
3148,x,s,c,f,c,s,p,o,p,s
3149,x,f,c,f,w,s,p,o,p,s
3150,f,f,n,f,c,s,p,o,p,v
3151,f,f,n,f,c,s,p,o,p,y
3152,f,y,n,f,c,s,p,o,p,y
3153,x,f,f,f,c,k,p,o,l,y
3154,f,f,n,f,c,s,p,o,p,v
3155,f,f,n,f,c,s,p,o,p,y
3156,f,f,n,f,c,s,p,o,p,y
3157,x,s,c,f,w,s,p,o,p,s
3158,x,y,n,f,c,s,p,o,p,v
3159,f,y,n,f,c,s,p,o,p,v
3160,x,f,f,f,c,k,p,o,l,y
3161,f,f,n,f,c,s,p,o,p,y
3162,x,f,f,f,c,k,p,o,l,v
3163,x,f,c,f,w,s,p,o,p,s
3164,f,y,n,f,c,s,p,o,p,v
3165,x,f,f,f,c,k,p,o,l,v
3166,x,f,c,f,c,s,p,o,p,s
3167,x,f,f,f,c,k,p,o,l,v
3168,f,y,n,f,c,s,p,o,p,v
3169,x,y,f,f,c,k,p,o,l,v
3170,x,s,c,f,w,s,p,o,p,s
3171,f,y,n,f,c,s,p,o,p,y
3172,f,y,n,f,c,s,p,o,p,v
3173,f,f,n,f,c,s,p,o,p,y
3174,x,f,f,f,c,k,p,o,l,v
3175,x,f,c,f,w,s,p,o,p,v
3176,x,y,n,f,c,s,p,o,p,v
3177,f,f,n,f,c,s,p,o,p,y
3178,f,y,n,f,c,s,p,o,p,y
3179,f,y,n,f,c,s,p,o,p,v
3180,x,y,f,f,c,k,p,o,l,v
3181,f,y,n,f,c,s,p,o,p,v
3182,x,f,c,f,c,s,p,o,p,v
3183,x,f,c,f,c,s,p,o,p,s
3184,f,f,n,f,c,s,p,o,p,y
3185,f,y,n,f,c,s,p,o,p,y
3186,f,y,n,f,c,s,p,o,p,v
3187,f,y,n,f,c,s,p,o,p,v
3188,x,f,f,f,c,k,p,o,l,v
3189,x,f,f,f,c,k,p,o,l,y
3190,f,f,n,f,c,s,p,o,p,y
3191,x,y,f,f,c,k,p,o,l,v
3192,x,s,c,f,c,s,p,o,p,s
3193,f,f,n,f,c,s,p,o,p,y
3194,f,f,f,f,c,k,p,o,l,v
3195,f,y,n,f,c,s,p,o,p,y
3196,f,y,n,f,c,s,p,o,p,v
3197,x,f,n,f,c,s,p,o,p,y
3198,f,f,n,f,c,s,p,o,p,v
