id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
4716,f,h,k,p,l,p
4717,f,h,k,p,l,p
4718,f,u,s,p,f,e
4719,f,g,k,p,l,p
4720,f,w,s,p,p,e
4721,f,g,k,p,l,p
4722,f,g,k,p,l,p
4723,f,b,k,p,e,p
4724,f,g,k,p,l,p
4725,f,p,k,p,l,p
4726,f,p,k,p,l,p
4727,f,g,k,p,l,p
4728,f,h,k,p,l,p
4729,f,h,k,p,l,p
4730,f,h,k,p,l,p
4731,f,g,k,p,l,p
4732,f,h,k,p,l,p
4733,f,n,s,p,p,e
4734,f,g,k,p,l,p
4735,f,w,s,p,p,e
4736,f,h,k,p,l,p
4737,f,h,k,p,l,p
4738,f,h,k,p,l,p
4739,f,p,k,p,l,p
4740,f,h,k,p,l,p
4741,f,p,k,p,l,p
4742,f,p,k,p,l,p
4743,f,g,k,p,l,p
4744,f,g,k,p,l,p
4745,f,h,k,p,l,p
4746,f,g,k,p,l,p
4747,f,g,k,p,l,p
4748,f,g,k,p,l,p
4749,f,g,k,p,l,p
4750,f,p,s,p,p,p
4751,f,g,k,p,l,p
4752,f,h,k,p,l,p
4753,f,p,k,p,l,p
4754,f,h,k,p,l,p
4755,f,h,k,p,l,p
4756,f,g,k,p,l,p
4757,f,g,k,p,l,p
4758,f,g,k,p,l,p
4759,f,p,k,p,l,p
4760,f,p,k,p,l,p
4761,f,h,k,p,l,p
4762,f,g,k,p,l,p
4763,f,p,k,p,l,p
4764,f,g,k,p,l,p
4765,f,g,k,p,l,p
4766,f,g,k,p,l,p
4767,f,p,k,p,l,p
4768,f,g,k,p,l,p
4769,f,p,k,p,l,p
4770,f,h,k,p,l,p
4771,f,h,k,p,l,p
4772,f,g,k,p,l,p
4773,f,p,k,p,l,p
4774,f,h,k,p,l,p
4775,f,h,k,p,l,p
4776,f,p,k,p,l,p
4777,f,p,k,p,l,p
4778,f,e,s,p,e,e
4779,f,p,k,p,l,p
4780,f,g,s,p,p,p
4781,f,h,k,p,l,p
4782,f,g,k,p,l,p
4783,f,p,k,p,l,p
4784,f,p,s,p,p,e
4785,f,g,k,p,l,p
4786,f,p,k,p,l,p
4787,f,h,k,p,l,p
4788,f,p,k,p,l,p
4789,f,n,s,p,p,e
4790,f,h,k,p,l,p
4791,f,h,k,p,l,p
4792,f,h,k,p,l,p
4793,f,h,k,p,l,p
4794,f,h,k,p,l,p
4795,f,h,k,p,l,p
4796,f,h,k,p,l,p
4797,f,p,k,p,l,p
4798,f,g,k,p,l,p
4799,f,g,k,p,l,p
4800,f,u,s,p,p,e
4801,f,h,f,p,p,p
4802,f,b,s,p,e,p
4803,f,p,s,p,p,p
4804,f,g,k,p,l,p
4805,f,g,k,p,l,p
4806,f,p,k,p,l,p
4807,f,e,s,p,e,e
4808,f,p,k,p,l,p
4809,f,h,k,p,l,p
4810,f,g,k,p,l,p
4811,f,p,k,p,l,p
4812,f,p,k,p,l,p
4813,f,e,s,p,e,e
4814,f,p,k,p,l,p
4815,f,w,k,p,e,p
4816,f,g,k,p,l,p
4817,f,h,k,p,l,p
4818,f,b,s,p,e,p
4819,f,h,k,p,l,p
4820,f,g,k,p,l,p
4821,f,w,f,p,p,p
4822,f,g,k,p,l,p
4823,f,h,k,p,l,p
4824,f,h,k,p,l,p
4825,f,w,s,p,e,e
4826,f,g,k,p,l,p
4827,f,w,k,p,e,p
4828,f,p,k,p,l,p
4829,f,p,f,p,p,p
4830,f,h,k,p,l,p
4831,f,p,k,p,l,p
4832,f,e,s,p,e,e
4833,f,p,k,p,l,p
4834,f,g,k,p,l,p
4835,f,w,f,p,e,e
4836,f,p,s,p,p,p
4837,f,g,k,p,l,p
4838,f,g,k,p,l,p
4839,f,g,k,p,l,p
4840,f,p,k,p,l,p
4841,f,g,s,p,p,p
4842,f,h,f,p,p,p
4843,f,n,s,p,p,e
4844,f,g,s,p,p,p
4845,f,w,s,p,e,e
4846,f,p,f,p,p,p
4847,f,w,s,p,e,e
4848,f,h,k,p,l,p
4849,f,h,f,p,p,p
4850,f,h,k,p,l,p
4851,f,h,k,p,l,p
4852,f,p,k,p,l,p
4853,f,g,k,p,l,p
4854,f,h,k,p,l,p
4855,f,h,k,p,l,p
4856,f,g,k,p,l,p
4857,f,g,k,p,l,p
4858,f,p,k,p,l,p
4859,f,w,s,p,e,e
4860,f,e,s,p,e,e
4861,f,w,s,p,e,e
4862,f,g,k,p,l,p
4863,f,u,s,p,p,e
4864,f,p,k,p,l,p
4865,f,h,k,p,l,p
4866,f,p,f,p,p,p
4867,f,p,k,p,l,p
4868,f,h,k,p,l,p
4869,f,p,k,p,l,p
4870,f,b,k,p,e,p
4871,f,h,k,p,l,p
4872,f,e,s,p,e,e
4873,f,p,s,p,p,e
4874,f,g,k,p,l,p
4875,f,h,k,p,l,p
4876,f,p,k,p,l,p
4877,f,n,s,p,p,e
4878,f,h,k,p,l,p
4879,f,p,k,p,l,p
4880,f,p,k,p,l,p
4881,f,g,k,p,l,p
4882,f,h,k,p,l,p
4883,f,w,s,p,p,p
4884,f,p,k,p,l,p
4885,f,b,k,p,e,p
4886,f,g,k,p,l,p
4887,f,g,k,p,l,p
4888,f,g,k,p,l,p
4889,f,e,s,p,e,e
4890,f,h,s,p,p,p
4891,f,h,k,p,l,p
4892,f,h,k,p,l,p
4893,f,p,k,p,l,p
4894,f,w,f,p,p,p
4895,f,g,s,p,p,p
4896,f,g,k,p,l,p
4897,f,p,k,p,l,p
4898,f,h,k,p,l,p
4899,f,p,s,p,f,e
4900,f,h,s,p,f,e
4901,f,h,k,p,l,p
4902,f,h,k,p,l,p
4903,f,p,k,p,l,p
4904,f,b,k,p,e,p
4905,f,b,k,p,e,p
4906,f,h,k,p,l,p
4907,f,g,k,p,l,p
4908,f,h,k,p,l,p
4909,f,g,k,p,l,p
4910,f,g,k,p,l,p
4911,f,h,k,p,l,p
4912,f,w,s,p,e,e
4913,f,h,k,p,l,p
4914,f,h,k,p,l,p
4915,f,p,f,p,p,p
4916,f,p,k,p,l,p
4917,f,h,k,p,l,p
4918,f,p,k,p,l,p
4919,f,h,f,p,p,p
4920,f,p,k,p,l,p
4921,f,h,k,p,l,p
4922,f,n,s,p,p,p
4923,f,p,k,p,l,p
4924,f,u,s,p,p,e
4925,f,g,k,p,l,p
4926,f,p,k,p,l,p
4927,f,e,s,p,e,e
4928,f,h,k,p,l,p
4929,f,g,k,p,l,p
4930,f,g,k,p,l,p
4931,f,w,s,p,e,e
4932,f,e,s,p,e,e
4933,f,g,k,p,l,p
4934,f,g,k,p,l,p
4935,f,h,f,p,p,p
4936,f,g,k,p,l,p
4937,f,p,k,p,l,p
4938,f,p,k,p,l,p
4939,f,b,s,p,e,p
4940,f,w,s,p,e,e
4941,f,g,k,p,l,p
4942,f,g,k,p,l,p
4943,f,h,k,p,l,p
4944,f,g,k,p,l,p
4945,f,h,k,p,l,p
4946,f,w,s,p,e,e
4947,f,w,k,p,e,p
4948,f,g,k,p,l,p
4949,f,h,k,p,l,p
4950,f,h,k,p,l,p
4951,f,w,f,p,p,p
4952,f,w,s,p,e,e
4953,f,w,f,p,p,p
4954,f,g,k,p,l,p
4955,f,g,k,p,l,p
4956,f,h,k,p,l,p
4957,f,g,k,p,l,p
4958,f,p,k,p,l,p
4959,f,h,s,p,p,p
4960,f,g,k,p,l,p
4961,f,h,k,p,l,p
4962,f,p,k,p,l,p
4963,f,h,k,p,l,p
4964,f,p,s,p,p,p
4965,f,w,s,p,e,e
4966,f,w,s,p,e,e
4967,f,e,s,p,e,e
4968,f,g,s,p,p,p
4969,f,p,k,p,l,p
4970,f,h,k,p,l,p
4971,f,g,k,p,l,p
4972,f,p,k,p,l,p
4973,f,p,k,p,l,p
4974,f,p,k,p,l,p
4975,f,h,k,p,l,p
4976,f,h,k,p,l,p
4977,f,p,k,p,l,p
4978,f,p,k,p,l,p
4979,f,p,k,p,l,p
4980,f,h,k,p,l,p
4981,f,g,k,p,l,p
4982,f,g,k,p,l,p
4983,f,g,k,p,l,p
4984,f,g,k,p,l,p
4985,f,w,s,p,f,e
4986,f,g,k,p,l,p
4987,f,b,s,p,e,p
4988,f,p,k,p,l,p
4989,f,p,k,p,l,p
4990,f,h,k,p,l,p
4991,f,g,k,p,l,p
4992,f,p,k,p,l,p
4993,f,h,k,p,l,p
4994,f,e,s,p,e,e
4995,f,h,k,p,l,p
4996,f,h,k,p,l,p
4997,f,w,s,p,e,e
4998,f,g,k,p,l,p
4999,f,g,k,p,l,p
5000,f,b,k,p,e,p
5001,f,g,k,p,l,p
5002,f,w,k,p,e,p
5003,f,w,s,p,p,p
5004,f,p,k,p,l,p
5005,f,h,k,p,l,p
5006,f,u,s,p,f,e
5007,f,g,k,p,l,p
5008,f,g,k,p,l,p
5009,f,h,k,p,l,p
5010,f,h,k,p,l,p
5011,f,w,s,p,e,e
5012,f,g,k,p,l,p
5013,f,g,k,p,l,p
5014,f,p,k,p,l,p
5015,f,g,k,p,l,p
5016,f,w,s,p,e,e
5017,f,p,k,p,l,p
5018,f,p,k,p,l,p
5019,f,h,k,p,l,p
5020,f,p,k,p,l,p
5021,f,h,s,p,p,p
5022,f,p,s,p,p,p
5023,f,g,k,p,l,p
5024,f,p,s,p,f,e
5025,f,g,k,p,l,p
5026,f,g,k,p,l,p
5027,f,g,k,p,l,p
5028,f,h,k,p,l,p
5029,f,p,f,p,p,p
5030,f,g,k,p,l,p
5031,f,h,k,p,l,p
5032,f,g,k,p,l,p
5033,f,p,k,p,l,p
5034,f,g,k,p,l,p
5035,f,h,k,p,l,p
5036,f,p,k,p,l,p
5037,f,g,k,p,l,p
5038,f,h,k,p,l,p
5039,f,p,k,p,l,p
5040,f,h,k,p,l,p
5041,f,g,k,p,l,p
5042,f,b,k,p,e,p
5043,f,h,k,p,l,p
5044,f,g,k,p,l,p
5045,f,w,f,p,p,p
5046,f,h,k,p,l,p
5047,f,h,k,p,l,p
5048,f,h,k,p,l,p
5049,f,p,k,p,l,p
5050,f,g,k,p,l,p
5051,f,p,k,p,l,p
5052,f,b,k,p,e,p
5053,f,e,s,p,e,e
5054,f,w,s,p,e,e
5055,f,p,k,p,l,p
5056,f,g,k,p,l,p
5057,f,h,k,p,l,p
5058,f,g,k,p,l,p
5059,f,w,s,p,p,p
5060,f,h,k,p,l,p
5061,f,p,f,p,p,p
5062,f,p,k,p,l,p
5063,f,p,k,p,l,p
5064,f,p,s,p,p,p
5065,f,p,f,p,p,p
5066,f,h,f,p,p,p
5067,f,p,k,p,l,p
5068,f,g,k,p,l,p
5069,f,h,k,p,l,p
5070,f,h,k,p,l,p
5071,f,u,s,p,f,e
5072,f,e,s,p,e,e
5073,f,p,k,p,l,p
5074,f,h,k,p,l,p
5075,f,b,k,p,e,p
5076,f,h,k,p,l,p
5077,f,h,k,p,l,p
5078,f,h,k,p,l,p
5079,f,h,k,p,l,p
5080,f,n,s,p,p,e
5081,f,p,k,p,l,p
5082,f,g,k,p,l,p
5083,f,g,k,p,l,p
5084,f,h,k,p,l,p
5085,f,g,k,p,l,p
5086,f,w,k,p,e,p
5087,f,h,k,p,l,p
5088,f,w,f,p,e,e
5089,f,h,k,p,l,p
5090,f,h,k,p,l,p
5091,f,g,k,p,l,p
5092,f,p,k,p,l,p
5093,f,h,k,p,l,p
5094,f,h,k,p,l,p
5095,f,p,k,p,l,p
5096,f,p,k,p,l,p
5097,f,g,k,p,l,p
5098,f,w,s,p,p,p
5099,f,e,s,p,e,e
5100,f,g,k,p,l,p
5101,f,p,k,p,l,p
5102,f,e,s,p,e,e
5103,f,p,k,p,l,p
5104,f,p,s,p,p,p
5105,f,b,k,p,e,p
5106,f,b,s,p,e,p
5107,f,b,k,p,e,p
5108,f,w,s,p,p,p
5109,f,p,f,p,p,p
5110,f,w,f,p,e,e
5111,f,p,k,p,l,p
5112,f,g,k,p,l,p
5113,f,p,k,p,l,p
5114,f,w,s,p,e,e
5115,f,w,f,p,p,p
5116,f,h,s,p,p,p
5117,f,b,k,p,e,p
5118,f,w,s,p,e,e
5119,f,w,s,p,p,p
5120,f,h,s,p,p,p
5121,f,w,s,p,p,p
5122,f,p,s,p,p,p
5123,f,w,f,p,e,e
5124,f,g,k,p,l,p
5125,f,h,f,p,p,p
5126,f,w,s,p,p,p
5127,f,w,s,p,p,p
5128,f,p,s,p,p,p
5129,f,w,s,p,p,p
5130,f,p,s,p,p,p
5131,f,h,f,p,p,p
5132,f,w,k,p,e,p
5133,f,b,s,p,e,p
5134,f,b,k,p,e,p
5135,f,w,s,p,e,e
5136,f,w,s,p,e,e
5137,f,w,s,p,p,p
5138,f,w,s,p,p,p
5139,f,p,k,p,l,p
5140,f,p,k,p,l,p
5141,f,r,s,p,p,p
5142,f,b,k,p,e,p
5143,f,b,k,p,e,p
5144,f,p,k,p,l,p
5145,f,e,s,p,e,e
5146,f,b,k,p,e,p
5147,f,g,k,p,l,p
5148,f,b,k,p,e,p
5149,f,w,s,p,e,e
5150,f,b,s,p,e,p
5151,f,e,s,p,e,e
5152,f,w,s,p,e,e
5153,f,g,k,p,l,p
5154,f,r,s,p,p,p
5155,f,w,k,p,e,p
5156,f,b,s,p,e,p
5157,f,w,s,p,p,p
5158,f,h,f,p,p,p
5159,f,h,k,p,l,p
5160,f,w,s,p,p,p
5161,f,b,s,p,e,p
5162,f,p,f,p,p,p
5163,f,w,k,p,e,p
5164,f,w,s,p,e,e
5165,f,w,f,p,p,p
5166,f,p,f,p,p,p
5167,f,w,s,p,e,e
5168,f,p,k,p,l,p
5169,f,w,k,p,e,p
5170,f,e,s,p,e,e
5171,f,p,k,p,l,p
5172,f,h,f,p,p,p
5173,f,h,f,p,p,p
5174,f,h,k,p,l,p
5175,f,h,k,p,l,p
5176,f,w,s,p,e,e
5177,f,e,s,p,e,e
5178,f,r,s,p,p,p
5179,f,w,f,p,e,e
5180,f,w,s,p,e,e
5181,f,h,f,p,p,p
5182,f,w,f,p,p,p
5183,f,g,k,p,l,p
5184,f,w,f,p,p,p
5185,f,p,s,p,p,p
5186,f,w,s,p,e,e
5187,f,b,k,p,e,p
5188,f,h,k,p,l,p
5189,f,h,s,p,f,e
5190,f,p,k,p,l,p
5191,f,w,s,p,p,p
5192,f,h,f,p,p,p
5193,f,b,s,p,e,p
5194,f,w,s,p,e,e
5195,f,b,k,p,e,p
5196,f,g,k,p,l,p
5197,f,h,f,p,p,p
5198,f,e,s,p,e,e
5199,f,h,k,p,l,p
5200,f,g,k,p,l,p
5201,f,g,k,p,l,p
5202,f,p,s,p,p,p
5203,f,b,s,p,e,p
5204,f,p,k,p,l,p
5205,f,h,k,p,l,p
5206,f,w,k,p,e,p
5207,f,w,s,p,e,e
5208,f,h,k,p,l,p
5209,f,b,k,p,e,p
5210,f,h,f,p,p,p
5211,f,e,s,p,e,e
5212,f,g,k,p,l,p
5213,f,b,s,p,e,p
5214,f,p,s,p,p,p
5215,f,h,f,p,p,p
5216,f,w,s,p,p,p
5217,f,w,s,p,e,e
5218,f,w,s,p,p,p
5219,f,b,s,p,e,p
5220,f,w,s,p,e,e
5221,f,g,k,p,l,p
5222,f,w,s,p,e,e
5223,f,p,f,p,p,p
5224,f,e,s,p,e,e
5225,f,w,k,p,e,p
5226,f,h,f,p,p,p
5227,f,b,k,p,e,p
5228,f,b,k,p,e,p
5229,f,w,s,p,p,p
5230,f,b,s,p,e,p
5231,f,w,s,p,e,e
5232,f,w,f,p,e,e
5233,f,h,k,p,l,p
5234,f,w,s,p,e,e
5235,f,p,k,p,l,p
5236,f,p,k,p,l,p
5237,f,w,s,p,p,p
5238,f,w,s,p,p,p
5239,f,w,f,p,e,e
5240,f,w,k,p,e,p
5241,f,w,f,p,p,p
5242,f,w,k,p,e,p
5243,f,g,k,p,l,p
5244,f,e,s,p,e,e
5245,f,p,k,p,l,p
5246,f,b,s,p,e,p
5247,f,h,k,p,l,p
5248,f,p,k,p,l,p
5249,f,w,s,p,p,p
5250,f,g,k,p,l,p
5251,f,p,s,p,p,p
5252,f,w,s,p,p,p
5253,f,w,s,p,e,e
5254,f,g,k,p,l,p
5255,f,p,f,p,p,p
5256,f,w,s,p,p,p
5257,f,w,s,p,p,p
5258,f,w,s,p,e,e
5259,f,w,f,p,p,p
5260,f,w,k,p,e,p
5261,f,p,s,p,p,p
5262,f,g,k,p,l,p
5263,f,w,k,p,e,p
5264,f,p,s,p,p,p
5265,f,w,s,p,e,e
5266,f,b,s,p,e,p
5267,f,b,s,p,e,p
5268,f,b,s,p,e,p
5269,f,h,f,p,p,p
5270,f,e,s,p,e,e
5271,f,p,k,p,l,p
5272,f,e,s,p,e,e
5273,f,w,f,p,p,p
5274,f,w,s,p,e,e
5275,f,b,k,p,e,p
5276,f,h,f,p,p,p
5277,f,h,s,p,p,p
5278,f,w,k,p,e,p
5279,f,w,s,p,p,p
5280,f,g,k,p,l,p
5281,f,w,s,p,e,e
5282,f,w,s,p,p,p
5283,f,p,f,p,p,p
5284,f,u,s,p,f,e
5285,f,w,s,p,f,e
5286,f,w,s,p,e,e
5287,f,h,s,p,p,p
5288,f,b,s,p,e,p
5289,f,g,k,p,l,p
5290,f,w,s,p,p,p
5291,f,h,s,p,p,p
5292,f,e,s,p,e,e
5293,f,b,k,p,e,p
5294,f,p,k,p,l,p
5295,f,g,k,p,l,p
5296,f,e,s,p,e,e
5297,f,p,f,p,p,p
5298,f,b,s,p,e,p
5299,f,p,s,p,p,p
5300,f,w,s,p,e,e
5301,f,w,f,p,p,p
5302,f,p,k,p,l,p
5303,f,w,s,p,f,e
5304,f,g,k,p,l,p
5305,f,b,s,p,e,p
5306,f,b,s,p,e,p
5307,f,w,s,p,e,e
5308,f,w,s,p,p,p
5309,f,w,s,p,e,e
5310,f,e,s,p,e,e
5311,f,b,s,p,e,p
5312,f,w,k,p,e,p
5313,f,b,s,p,e,p
5314,f,e,s,p,e,e
5315,f,h,f,p,p,p
5316,f,p,k,p,l,p
5317,f,w,s,p,e,e
5318,f,g,s,p,p,p
5319,f,w,s,p,e,e
5320,f,g,k,p,l,p
5321,f,h,f,p,p,p
5322,f,b,s,p,e,p
5323,f,h,s,p,p,p
5324,f,w,s,p,p,p
5325,f,b,k,p,e,p
5326,f,p,s,p,f,e
5327,f,b,k,p,e,p
5328,f,g,k,p,l,p
5329,f,b,k,p,e,p
5330,f,w,s,p,p,p
5331,f,p,k,p,l,p
5332,f,h,s,p,p,p
5333,f,w,k,p,e,p
5334,f,w,s,p,p,p
5335,f,h,f,p,p,p
5336,f,w,f,p,e,e
5337,f,h,s,p,p,p
5338,f,b,k,p,e,p
5339,f,r,s,p,p,p
5340,f,p,k,p,l,p
5341,f,e,s,p,e,e
5342,f,r,s,p,p,p
5343,f,w,k,p,e,p
5344,f,h,k,p,l,p
5345,f,w,f,p,e,e
5346,f,w,f,p,e,e
5347,f,b,s,p,e,p
5348,f,p,f,p,p,p
5349,f,h,f,p,p,p
5350,f,w,s,p,p,p
5351,f,h,f,p,p,p
5352,f,h,s,p,f,e
5353,f,h,k,p,l,p
5354,f,h,f,p,p,p
5355,f,b,s,p,e,p
5356,f,h,k,p,l,p
5357,f,w,f,p,p,p
5358,f,w,f,p,p,p
5359,f,p,k,p,l,p
5360,f,h,k,p,l,p
5361,f,b,s,p,e,p
5362,f,w,k,p,e,p
5363,f,e,s,p,e,e
5364,f,p,k,p,l,p
5365,f,h,s,p,p,p
5366,f,b,k,p,e,p
5367,f,h,k,p,l,p
5368,f,g,k,p,l,p
5369,f,h,s,p,p,p
5370,f,w,s,p,p,p
5371,f,h,k,p,l,p
5372,f,w,s,p,e,e
5373,f,h,s,p,p,p
5374,f,p,f,p,p,p
5375,f,h,f,p,p,p
5376,f,b,s,p,e,p
5377,f,r,s,p,p,p
5378,f,h,f,p,p,p
5379,f,w,s,p,e,e
5380,f,b,s,p,e,p
5381,f,p,k,p,l,p
5382,f,p,s,p,p,p
5383,f,e,s,p,e,e
5384,f,w,f,p,p,p
5385,f,w,f,p,e,e
5386,f,e,s,p,e,e
5387,f,w,f,p,e,e
5388,f,w,s,p,e,e
5389,f,w,s,p,p,p
5390,f,w,s,p,e,e
5391,f,w,s,p,e,e
5392,f,p,s,p,p,p
5393,f,e,s,p,e,e
5394,f,p,f,p,p,p
5395,f,w,k,p,e,p
5396,f,h,s,p,p,p
5397,f,h,k,p,l,p
5398,f,p,k,p,l,p
5399,f,w,k,p,e,p
5400,f,p,k,p,l,p
5401,f,p,k,p,l,p
5402,f,w,s,p,e,e
5403,f,b,k,p,e,p
5404,f,h,s,p,p,p
5405,f,b,k,p,e,p
5406,f,r,s,p,p,p
5407,f,g,k,p,l,p
5408,f,w,s,p,p,p
5409,f,g,k,p,l,p
5410,f,p,f,p,p,p
5411,f,h,s,p,p,p
5412,f,b,k,p,e,p
5413,f,h,k,p,l,p
5414,f,e,s,p,e,e
5415,f,g,k,p,l,p
5416,f,e,s,p,e,e
5417,f,w,s,p,e,e
5418,f,e,s,p,e,e
5419,f,p,f,p,p,p
5420,f,h,k,p,l,p
5421,f,e,s,p,e,e
5422,f,w,s,p,e,e
5423,f,g,k,p,l,p
5424,f,g,s,p,p,p
5425,f,h,s,p,p,p
5426,f,w,f,p,p,p
5427,f,p,s,p,p,p
5428,f,h,k,p,l,p
5429,f,w,s,p,p,p
5430,f,w,f,p,p,p
5431,f,h,s,p,f,e
5432,f,p,k,p,l,p
5433,f,b,s,p,e,p
5434,f,w,f,p,p,p
5435,f,w,f,p,e,e
5436,f,h,f,p,p,p
5437,f,p,s,p,f,e
5438,f,h,k,p,l,p
5439,f,p,k,p,l,p
5440,f,g,s,p,p,p
5441,f,b,k,p,e,p
5442,f,b,k,p,e,p
5443,f,h,k,p,l,p
5444,f,e,s,p,e,e
5445,f,w,f,p,p,p
5446,f,w,s,p,p,p
5447,f,b,k,p,e,p
5448,f,h,f,p,p,p
5449,f,b,k,p,e,p
5450,f,p,f,p,p,p
5451,f,w,s,p,p,p
5452,f,w,s,p,p,p
5453,f,g,k,p,l,p
5454,f,p,k,p,l,p
5455,f,p,k,p,l,p
5456,f,g,k,p,l,p
5457,f,w,f,p,p,p
5458,f,p,f,p,p,p
5459,f,h,f,p,p,p
5460,f,p,k,p,l,p
5461,f,h,f,p,p,p
5462,f,b,s,p,e,p
5463,f,w,s,p,p,p
5464,f,e,s,p,e,e
5465,f,w,s,p,p,p
5466,f,b,s,p,e,p
5467,f,e,s,p,e,e
5468,f,w,s,p,p,p
5469,f,p,s,p,p,p
5470,f,b,k,p,e,p
5471,f,w,f,p,p,p
5472,f,b,s,p,e,p
5473,f,w,s,p,p,p
5474,f,b,k,p,e,p
5475,f,g,k,p,l,p
5476,f,g,k,p,l,p
5477,f,h,k,p,l,p
5478,f,r,s,p,p,p
5479,f,h,f,p,p,p
5480,f,w,s,p,e,e
5481,f,w,f,p,p,p
5482,f,e,s,p,e,e
5483,f,p,s,p,p,p
5484,f,b,k,p,e,p
5485,f,p,k,p,l,p
5486,f,p,k,p,l,p
5487,f,p,k,p,l,p
5488,f,w,s,p,e,e
5489,f,g,k,p,l,p
5490,f,b,k,p,e,p
5491,f,w,f,p,p,p
5492,f,h,k,p,l,p
5493,f,e,s,p,e,e
5494,f,g,s,p,p,p
5495,f,w,s,p,p,p
5496,f,g,k,p,l,p
5497,f,h,k,p,l,p
5498,f,w,s,p,f,e
5499,f,p,s,p,p,p
5500,f,p,f,p,p,p
5501,f,p,f,p,p,p
5502,f,b,s,p,e,p
5503,f,e,s,p,e,e
5504,f,w,s,p,e,e
5505,f,w,s,p,e,e
5506,f,h,s,p,p,p
5507,f,p,k,p,l,p
5508,f,b,s,p,e,p
5509,f,w,s,p,p,p
5510,f,p,f,p,p,p
5511,f,w,s,p,p,p
5512,f,b,k,p,e,p
5513,f,w,s,p,p,p
5514,f,b,k,p,e,p
5515,f,e,s,p,e,e
5516,f,h,s,p,f,e
5517,f,h,k,p,l,p
5518,f,b,s,p,e,p
5519,f,g,k,p,l,p
5520,f,b,k,p,e,p
5521,f,h,s,p,p,p
5522,f,b,k,p,e,p
5523,f,w,s,p,e,e
5524,f,p,f,p,p,p
5525,f,p,k,p,l,p
5526,f,e,s,p,e,e
5527,f,r,s,p,p,p
5528,f,h,k,p,l,p
5529,f,h,s,p,f,e
5530,f,b,s,p,e,p
5531,f,b,k,p,e,p
5532,f,p,f,p,p,p
5533,f,g,k,p,l,p
5534,f,b,s,p,e,p
5535,f,e,s,p,e,e
5536,f,b,k,p,e,p
5537,f,w,s,p,e,e
5538,f,w,s,p,e,e
5539,f,e,s,p,e,e
5540,f,w,s,p,p,p
5541,f,e,s,p,e,e
5542,f,g,k,p,l,p
5543,f,g,k,p,l,p
5544,f,g,k,p,l,p
5545,f,w,s,p,e,e
5546,f,p,s,p,p,p
5547,f,w,s,p,e,e
5548,f,w,s,p,e,e
5549,f,r,s,p,p,p
5550,f,b,k,p,e,p
5551,f,h,s,p,p,p
5552,f,p,s,p,f,e
5553,f,w,f,p,p,p
5554,f,p,s,p,f,e
5555,f,b,s,p,e,p
5556,f,p,s,p,p,p
5557,f,w,s,p,e,e
5558,f,e,s,p,e,e
5559,f,b,s,p,e,p
5560,f,b,s,p,e,p
5561,f,p,s,p,p,p
5562,f,p,k,p,l,p
5563,f,e,s,p,e,e
5564,f,e,s,p,e,e
5565,f,w,s,p,p,p
5566,f,h,k,p,l,p
5567,f,g,s,p,p,p
5568,f,h,k,p,l,p
5569,f,p,s,p,p,p
5570,f,w,s,p,e,e
5571,f,e,s,p,e,e
5572,f,r,s,p,p,p
5573,f,g,k,p,l,p
5574,f,b,k,p,e,p
5575,f,h,s,p,p,p
5576,f,h,s,p,p,p
5577,f,b,k,p,e,p
5578,f,g,s,p,p,p
5579,f,w,s,p,e,e
5580,f,b,k,p,e,p
5581,f,w,s,p,p,p
5582,f,b,k,p,e,p
5583,f,w,f,p,e,e
5584,f,b,s,p,e,p
5585,f,p,s,p,p,p
5586,f,b,k,p,e,p
5587,f,h,s,p,f,e
5588,f,w,s,p,p,p
5589,f,w,s,p,e,e
5590,f,b,k,p,e,p
5591,f,b,k,p,e,p
5592,f,w,f,p,p,p
5593,f,p,k,p,l,p
5594,f,r,s,p,p,p
5595,f,b,k,p,e,p
5596,f,b,k,p,e,p
5597,f,e,s,p,e,e
5598,f,p,s,p,p,p
5599,f,w,s,p,e,e
5600,f,w,s,p,f,e
5601,f,b,k,p,e,p
5602,f,w,s,p,e,e
5603,f,b,k,p,e,p
5604,f,b,s,p,e,p
5605,f,e,s,p,e,e
5606,f,r,s,p,p,p
5607,f,b,k,p,e,p
5608,f,g,k,p,l,p
5609,f,w,s,p,e,e
5610,f,p,f,p,p,p
5611,f,r,s,p,p,p
5612,f,h,k,p,l,p
5613,f,w,s,p,e,e
5614,f,p,k,p,l,p
5615,f,b,k,p,e,p
5616,f,b,s,p,e,p
5617,f,g,k,p,l,p
5618,f,g,s,p,p,p
5619,f,p,s,p,p,p
5620,f,w,s,p,e,e
5621,f,w,s,p,e,e
5622,f,h,f,p,p,p
5623,f,e,s,p,e,e
5624,f,e,s,p,e,e
5625,f,e,s,p,e,e
5626,f,h,k,p,l,p
5627,f,h,f,p,p,p
5628,f,g,k,p,l,p
5629,f,e,s,p,e,e
5630,f,p,f,p,p,p
5631,f,w,s,p,e,e
5632,f,g,k,p,l,p
5633,f,g,k,p,l,p
5634,f,r,s,p,p,p
5635,f,b,k,p,e,p
5636,f,p,k,p,l,p
5637,f,g,k,p,l,p
5638,f,g,s,p,p,p
5639,f,e,s,p,e,e
5640,f,g,k,p,l,p
5641,f,e,s,p,e,e
5642,f,w,k,p,e,p
5643,f,g,k,p,l,p
5644,f,g,k,p,l,p
5645,f,b,k,p,e,p
