id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
2670,f,n,f,c,b,b,p,o,p
2671,f,n,f,c,b,b,p,o,p
2672,f,n,f,c,b,b,w,o,p
2673,f,n,f,c,b,b,g,o,p
2674,f,n,f,c,b,b,p,o,p
2675,f,n,f,c,b,b,g,o,p
2676,f,n,f,c,b,b,p,o,p
2677,f,n,f,c,b,b,p,o,p
2678,f,n,f,c,b,b,p,o,p
2679,y,n,f,c,b,b,w,o,p
2680,f,n,f,c,b,b,p,o,p
2681,f,n,f,c,b,b,p,o,p
2682,y,n,f,c,b,b,p,o,p
2683,f,n,f,c,b,b,g,o,p
2684,f,c,f,c,n,b,w,o,p
2685,f,n,f,c,b,b,w,o,p
2686,f,n,f,c,b,b,w,o,p
2687,y,n,f,c,b,b,p,o,p
2688,f,n,f,c,b,b,p,o,p
2689,f,n,f,c,b,b,g,o,p
2690,y,n,f,c,b,b,w,o,p
2691,s,n,f,w,b,e,w,o,e
2692,y,n,f,c,b,b,g,o,p
2693,y,n,f,c,b,b,p,o,p
2694,y,n,f,c,b,b,w,o,p
2695,f,n,f,c,b,b,g,o,p
2696,f,n,f,c,b,b,g,o,p
2697,f,n,f,c,b,b,p,o,p
2698,f,f,f,c,b,b,p,o,l
2699,y,n,f,c,b,b,w,o,p
2700,f,n,f,c,b,b,g,o,p
2701,f,n,f,c,b,b,w,o,p
2702,f,n,f,c,b,b,g,o,p
2703,y,n,f,c,b,b,w,o,p
2704,f,n,f,c,b,b,g,o,p
2705,f,n,f,c,b,b,p,o,p
2706,y,n,f,c,b,b,g,o,p
2707,f,n,f,c,b,b,w,o,p
2708,y,n,f,c,b,b,g,o,p
2709,y,n,f,c,b,b,g,o,p
2710,y,n,f,c,b,b,w,o,p
2711,y,n,f,c,b,b,w,o,p
2712,y,n,f,c,b,b,p,o,p
2713,f,n,f,c,b,b,p,o,p
2714,f,n,f,c,b,b,p,o,p
2715,y,n,f,c,b,b,g,o,p
2716,y,n,f,c,b,b,w,o,p
2717,f,n,f,c,b,b,p,o,p
2718,f,n,f,c,b,b,p,o,p
2719,f,n,f,c,b,b,w,o,p
2720,y,n,f,c,b,b,w,o,p
2721,f,n,f,c,b,b,w,o,p
2722,y,n,f,c,b,b,p,o,p
2723,f,n,f,c,b,b,p,o,p
2724,y,n,f,c,b,b,w,o,p
2725,y,n,f,c,b,b,p,o,p
2726,y,n,f,c,b,b,p,o,p
2727,y,n,f,c,b,b,g,o,p
2728,y,n,f,c,b,b,g,o,p
2729,y,n,f,c,b,b,p,o,p
2730,y,n,f,c,b,b,w,o,p
2731,s,n,f,w,b,e,w,o,e
2732,f,n,f,c,b,b,g,o,p
2733,y,n,f,c,b,b,p,o,p
2734,y,n,f,c,b,b,p,o,p
2735,f,n,f,c,b,b,w,o,p
2736,f,n,f,c,b,b,g,o,p
2737,y,n,f,c,b,b,g,o,p
2738,y,n,f,c,b,b,g,o,p
2739,f,n,f,c,b,b,g,o,p
2740,y,n,f,c,b,b,w,o,p
2741,y,n,f,c,b,b,w,o,p
2742,f,n,f,c,b,b,w,o,p
2743,f,n,f,c,b,b,w,o,p
2744,y,n,f,c,b,b,g,o,p
2745,y,n,f,c,b,b,g,o,p
2746,f,n,f,c,b,b,w,o,p
2747,f,n,f,c,b,b,g,o,p
2748,y,n,f,c,b,b,w,o,p
2749,y,n,f,c,b,b,g,o,p
2750,f,c,f,c,n,b,w,o,p
2751,y,n,f,c,b,b,w,o,p
2752,f,n,f,c,b,b,p,o,p
2753,y,n,f,c,b,b,p,o,p
2754,y,n,f,c,b,b,g,o,p
2755,y,n,f,c,b,b,p,o,p
2756,f,n,f,c,b,b,g,o,p
2757,f,n,f,c,b,b,p,o,p
2758,y,n,f,c,b,b,p,o,p
2759,f,n,f,c,b,b,w,o,p
2760,f,n,f,c,b,b,w,o,p
2761,y,n,f,c,b,b,w,o,p
2762,f,n,f,c,b,b,w,o,p
2763,y,n,f,c,b,b,g,o,p
2764,y,n,f,c,b,b,g,o,p
2765,f,n,f,c,b,b,p,o,p
2766,f,n,f,c,b,b,p,o,p
2767,f,f,f,c,b,b,p,o,l
2768,f,n,f,c,b,b,w,o,p
2769,y,n,f,c,b,b,g,o,p
2770,f,n,f,c,b,b,g,o,p
2771,f,f,f,c,b,b,p,o,l
2772,f,n,f,c,b,b,w,o,p
2773,y,n,f,c,b,b,p,o,p
2774,y,n,f,c,b,b,g,o,p
2775,f,n,f,c,b,b,g,o,p
2776,f,n,f,c,b,b,p,o,p
2777,y,n,f,c,b,b,p,o,p
2778,f,n,f,c,b,b,p,o,p
2779,f,n,f,c,b,b,p,o,p
2780,f,n,f,c,b,b,p,o,p
2781,f,n,f,c,b,b,p,o,p
2782,y,n,f,c,b,b,p,o,p
2783,f,n,f,c,b,b,w,o,p
2784,f,n,f,c,b,b,w,o,p
2785,f,n,f,c,b,b,g,o,p
2786,f,n,f,c,b,b,w,o,p
2787,f,n,f,c,b,b,w,o,p
2788,y,n,f,c,b,b,g,o,p
2789,s,n,f,w,b,e,w,o,e
2790,y,n,f,c,b,b,w,o,p
2791,f,n,f,c,b,b,w,o,p
2792,y,n,f,c,b,b,p,o,p
2793,f,n,f,c,b,b,w,o,p
2794,f,n,f,c,b,b,g,o,p
2795,f,n,f,c,b,b,g,o,p
2796,f,n,f,c,b,b,w,o,p
2797,f,n,f,c,b,b,g,o,p
2798,f,c,f,w,n,b,w,o,p
2799,y,n,f,c,b,b,p,o,p
2800,f,n,f,c,b,b,p,o,p
2801,y,n,f,c,b,b,w,o,p
2802,f,n,f,w,b,e,w,o,e
2803,f,n,f,c,b,b,w,o,p
2804,f,n,f,c,b,b,p,o,p
2805,f,n,f,c,b,b,g,o,p
2806,y,n,f,c,b,b,p,o,p
2807,f,n,f,c,b,b,p,o,p
2808,y,n,f,c,b,b,g,o,p
2809,y,n,f,c,b,b,g,o,p
2810,f,n,f,c,b,b,w,o,p
2811,y,n,f,c,b,b,w,o,p
2812,f,n,f,c,b,b,g,o,p
2813,y,n,f,c,b,b,w,o,p
2814,y,n,f,c,b,b,w,o,p
2815,f,n,f,c,b,b,p,o,p
2816,f,n,f,c,b,b,p,o,p
2817,f,n,f,c,b,b,w,o,p
2818,f,n,f,w,b,e,w,o,e
2819,f,n,f,c,b,b,g,o,p
2820,y,n,f,c,b,b,g,o,p
2821,y,n,f,c,b,b,p,o,p
2822,f,n,f,c,b,b,p,o,p
2823,y,n,f,c,b,b,g,o,p
2824,f,n,f,c,b,b,w,o,p
2825,y,n,f,c,b,b,w,o,p
2826,f,n,f,c,b,b,g,o,p
2827,f,n,f,c,b,b,p,o,p
2828,f,n,f,c,b,b,g,o,p
2829,y,n,f,c,b,b,p,o,p
2830,y,n,f,c,b,b,p,o,p
2831,y,n,f,c,b,b,p,o,p
2832,f,n,f,c,b,b,p,o,p
2833,f,n,f,c,b,b,w,o,p
2834,f,n,f,c,b,b,p,o,p
2835,y,n,f,c,b,b,w,o,p
2836,f,n,f,c,b,b,p,o,p
2837,f,n,f,c,b,b,p,o,p
2838,f,n,f,c,b,b,p,o,p
2839,y,n,f,c,b,b,p,o,p
2840,f,n,f,c,b,b,g,o,p
2841,f,n,f,c,b,b,g,o,p
2842,f,c,f,w,n,b,w,o,p
2843,y,n,f,c,b,b,g,o,p
2844,f,n,f,c,b,b,p,o,p
2845,s,n,f,w,b,e,w,o,e
2846,y,n,f,c,b,b,g,o,p
2847,y,n,f,c,b,b,p,o,p
2848,f,n,f,c,b,b,w,o,p
2849,f,n,f,c,b,b,w,o,p
2850,f,n,f,c,b,b,p,o,p
2851,y,n,f,c,b,b,p,o,p
2852,f,n,f,c,b,b,p,o,p
2853,f,n,f,c,b,b,p,o,p
2854,f,n,f,c,b,b,p,o,p
2855,f,n,f,c,b,b,g,o,p
2856,y,n,f,c,b,b,g,o,p
2857,y,n,f,c,b,b,w,o,p
2858,y,n,f,c,b,b,w,o,p
2859,f,n,f,c,b,b,w,o,p
2860,f,n,f,c,b,b,w,o,p
2861,s,c,f,w,n,b,w,o,p
2862,y,n,f,c,b,b,p,o,p
2863,y,n,f,c,b,b,g,o,p
2864,y,n,f,c,b,b,w,o,p
2865,y,n,f,c,b,b,g,o,p
2866,f,n,f,c,b,b,g,o,p
2867,f,n,f,c,b,b,p,o,p
2868,y,n,f,c,b,b,p,o,p
2869,y,n,f,c,b,b,g,o,p
2870,y,n,f,c,b,b,w,o,p
2871,y,n,f,c,b,b,w,o,p
2872,y,n,f,c,b,b,g,o,p
2873,y,n,f,c,b,b,w,o,p
2874,f,n,f,c,b,b,w,o,p
2875,f,n,f,c,b,b,p,o,p
2876,y,n,f,c,b,b,p,o,p
2877,f,n,f,c,b,b,w,o,p
2878,f,n,f,c,b,b,p,o,p
2879,f,n,f,c,b,b,g,o,p
2880,y,n,f,c,b,b,w,o,p
2881,y,n,f,c,b,b,w,o,p
2882,s,n,f,w,b,e,w,o,e
2883,y,n,f,c,b,b,p,o,p
2884,y,n,f,c,b,b,w,o,p
2885,f,n,f,c,b,b,p,o,p
2886,f,n,f,c,b,b,p,o,p
2887,f,n,f,c,b,b,g,o,p
2888,s,c,f,c,n,b,w,o,p
2889,y,n,f,c,b,b,p,o,p
2890,y,n,f,c,b,b,g,o,p
2891,f,n,f,w,b,e,w,o,e
2892,y,n,f,c,b,b,g,o,p
2893,f,c,f,w,n,b,w,o,p
2894,y,n,f,c,b,b,p,o,p
2895,f,n,f,c,b,b,p,o,p
2896,f,n,f,c,b,b,g,o,p
2897,y,n,f,c,b,b,p,o,p
2898,f,n,f,c,b,b,g,o,p
2899,f,n,f,c,b,b,w,o,p
2900,y,n,f,c,b,b,p,o,p
2901,y,n,f,c,b,b,w,o,p
2902,y,n,f,c,b,b,p,o,p
2903,f,n,f,c,b,b,w,o,p
2904,f,f,f,c,b,b,p,o,l
2905,y,n,f,c,b,b,w,o,p
2906,y,n,f,c,b,b,w,o,p
2907,f,n,f,c,b,b,g,o,p
2908,f,n,f,c,b,b,p,o,p
2909,f,n,f,c,b,b,w,o,p
2910,f,n,f,c,b,b,p,o,p
2911,f,n,f,c,b,b,w,o,p
2912,y,n,f,c,b,b,g,o,p
2913,f,n,f,c,b,b,w,o,p
2914,y,n,f,c,b,b,p,o,p
2915,f,n,f,c,b,b,g,o,p
2916,y,n,f,c,b,b,g,o,p
2917,y,n,f,c,b,b,p,o,p
2918,f,n,f,c,b,b,p,o,p
2919,f,n,f,c,b,b,w,o,p
2920,y,n,f,c,b,b,g,o,p
2921,y,n,f,c,b,b,g,o,p
2922,y,n,f,c,b,b,p,o,p
2923,f,n,f,c,b,b,w,o,p
2924,f,n,f,c,b,b,p,o,p
2925,y,n,f,c,b,b,w,o,p
2926,y,n,f,c,b,b,w,o,p
2927,f,f,f,c,b,b,n,o,l
2928,f,n,f,c,b,b,g,o,p
2929,f,n,f,c,b,b,p,o,p
2930,f,n,f,c,b,b,w,o,p
2931,f,n,f,c,b,b,w,o,p
2932,f,n,f,c,b,b,w,o,p
2933,y,n,f,c,b,b,g,o,p
2934,f,n,f,c,b,b,w,o,p
2935,y,n,f,c,b,b,g,o,p
2936,y,n,f,c,b,b,w,o,p
2937,f,n,f,c,b,b,w,o,p
2938,f,f,f,c,b,b,b,o,l
2939,f,n,f,c,b,b,w,o,p
2940,y,n,f,c,b,b,g,o,p
2941,f,n,f,c,b,b,g,o,p
2942,f,n,f,c,b,b,g,o,p
2943,f,n,f,c,b,b,p,o,p
2944,y,n,f,c,b,b,g,o,p
2945,y,n,f,c,b,b,g,o,p
2946,y,n,f,c,b,b,w,o,p
2947,f,n,f,c,b,b,g,o,p
2948,f,n,f,c,b,b,p,o,p
2949,y,n,f,c,b,b,g,o,p
2950,y,n,f,c,b,b,w,o,p
2951,f,n,f,c,b,b,p,o,p
2952,y,n,f,c,b,b,g,o,p
2953,f,n,f,c,b,b,w,o,p
2954,f,n,f,c,b,b,p,o,p
2955,f,n,f,c,b,b,g,o,p
2956,f,n,f,c,b,b,p,o,p
2957,y,n,f,c,b,b,g,o,p
2958,f,n,f,c,b,b,w,o,p
2959,f,n,f,c,b,b,p,o,p
2960,f,n,f,c,b,b,g,o,p
2961,f,n,f,c,b,b,w,o,p
2962,y,n,f,c,b,b,w,o,p
2963,y,n,f,c,b,b,w,o,p
2964,f,n,f,c,b,b,g,o,p
2965,y,n,f,c,b,b,w,o,p
2966,y,n,f,c,b,b,g,o,p
2967,f,n,f,w,b,e,w,o,e
2968,y,n,f,c,b,b,g,o,p
2969,y,n,f,c,b,b,g,o,p
2970,f,n,f,c,b,b,p,o,p
2971,f,n,f,c,b,b,g,o,p
2972,f,n,f,c,b,b,p,o,p
2973,y,n,f,c,b,b,p,o,p
2974,f,n,f,c,b,b,p,o,p
2975,f,n,f,c,b,b,w,o,p
2976,y,n,f,c,b,b,p,o,p
2977,y,n,f,c,b,b,p,o,p
2978,f,n,f,c,b,b,p,o,p
2979,y,n,f,c,b,b,g,o,p
2980,f,n,f,c,b,b,g,o,p
2981,y,n,f,c,b,b,p,o,p
2982,f,n,f,c,b,b,w,o,p
2983,f,n,f,c,b,b,w,o,p
2984,f,n,f,c,b,b,w,o,p
2985,f,n,f,c,b,b,g,o,p
2986,y,n,f,c,b,b,p,o,p
2987,f,n,f,c,b,b,p,o,p
2988,f,n,f,c,b,b,p,o,p
2989,f,n,f,c,b,b,w,o,p
2990,f,n,f,c,b,b,w,o,p
2991,f,f,f,c,b,b,n,o,l
2992,f,n,f,c,b,b,w,o,p
2993,y,n,f,c,b,b,g,o,p
2994,f,n,f,c,b,b,g,o,p
2995,f,n,f,c,b,b,w,o,p
2996,f,n,f,c,b,b,p,o,p
2997,y,n,f,c,b,b,g,o,p
2998,y,n,f,c,b,b,p,o,p
2999,y,n,f,c,b,b,w,o,p
3000,y,n,f,c,b,b,p,o,p
3001,y,n,f,c,b,b,p,o,p
3002,y,f,f,c,b,b,n,o,l
3003,y,n,f,c,b,b,g,o,p
3004,f,f,f,c,b,b,n,o,l
3005,f,c,f,w,n,b,w,o,p
3006,f,n,f,c,b,b,p,o,p
3007,f,n,f,c,b,b,p,o,p
3008,y,n,f,c,b,b,w,o,p
3009,f,n,f,c,b,b,w,o,p
3010,f,f,f,c,b,b,p,o,l
3011,f,n,f,c,b,b,w,o,p
3012,y,n,f,c,b,b,g,o,p
3013,y,n,f,c,b,b,g,o,p
3014,f,c,f,c,n,b,w,o,p
3015,f,n,f,c,b,b,g,o,p
3016,y,n,f,c,b,b,w,o,p
3017,f,f,f,c,b,b,n,o,l
3018,f,f,f,c,b,b,b,o,l
3019,y,n,f,c,b,b,w,o,p
3020,y,n,f,c,b,b,w,o,p
3021,f,n,f,c,b,b,w,o,p
3022,f,n,f,c,b,b,g,o,p
3023,f,n,f,c,b,b,g,o,p
3024,y,n,f,c,b,b,p,o,p
3025,y,n,f,c,b,b,p,o,p
3026,y,n,f,c,b,b,w,o,p
3027,f,c,f,w,n,b,w,o,p
3028,f,f,f,c,b,b,b,o,l
3029,f,n,f,c,b,b,p,o,p
3030,y,n,f,c,b,b,p,o,p
3031,y,n,f,c,b,b,w,o,p
3032,f,n,f,c,b,b,p,o,p
3033,f,n,f,c,b,b,p,o,p
3034,y,n,f,c,b,b,w,o,p
3035,f,f,f,c,b,b,p,o,l
3036,y,n,f,c,b,b,p,o,p
3037,y,n,f,c,b,b,p,o,p
3038,f,c,f,c,n,b,w,o,p
3039,f,n,f,c,b,b,p,o,p
3040,y,n,f,c,b,b,g,o,p
3041,y,f,f,c,b,b,p,o,l
3042,f,f,f,c,b,b,p,o,l
3043,y,n,f,c,b,b,g,o,p
3044,y,n,f,c,b,b,g,o,p
3045,y,n,f,c,b,b,w,o,p
3046,y,n,f,c,b,b,w,o,p
3047,y,n,f,c,b,b,p,o,p
3048,s,c,f,w,n,b,w,o,p
3049,y,n,f,c,b,b,w,o,p
3050,y,n,f,c,b,b,w,o,p
3051,f,n,f,c,b,b,p,o,p
3052,y,n,f,c,b,b,g,o,p
3053,s,c,f,c,n,b,w,o,p
3054,f,n,f,c,b,b,g,o,p
3055,y,n,f,c,b,b,p,o,p
3056,y,n,f,c,b,b,p,o,p
3057,y,n,f,c,b,b,w,o,p
3058,s,c,f,c,n,b,w,o,p
3059,f,c,f,c,n,b,w,o,p
3060,y,n,f,c,b,b,g,o,p
3061,f,f,f,c,b,b,n,o,l
3062,s,c,f,w,n,b,w,o,p
3063,f,f,f,c,b,b,b,o,l
3064,y,n,f,c,b,b,p,o,p
3065,y,f,f,c,b,b,b,o,l
3066,y,n,f,c,b,b,g,o,p
3067,y,n,f,c,b,b,w,o,p
3068,y,n,f,c,b,b,g,o,p
3069,s,c,f,c,n,b,w,o,p
3070,f,f,f,c,b,b,b,o,l
3071,y,n,f,c,b,b,w,o,p
3072,y,n,f,c,b,b,w,o,p
3073,y,n,f,c,b,b,p,o,p
3074,f,f,f,c,b,b,p,o,l
3075,y,n,f,c,b,b,g,o,p
3076,f,f,f,c,b,b,b,o,l
3077,f,n,f,c,b,b,g,o,p
3078,f,n,f,c,b,b,w,o,p
3079,f,f,f,c,b,b,b,o,l
3080,y,n,f,c,b,b,w,o,p
3081,y,n,f,c,b,b,w,o,p
3082,y,n,f,c,b,b,g,o,p
3083,f,f,f,c,b,b,p,o,l
3084,f,n,f,c,b,b,w,o,p
3085,y,n,f,c,b,b,p,o,p
3086,f,f,f,c,b,b,p,o,l
3087,y,n,f,c,b,b,w,o,p
3088,f,f,f,c,b,b,b,o,l
3089,y,n,f,c,b,b,g,o,p
3090,f,f,f,c,b,b,n,o,l
3091,f,f,f,c,b,b,p,o,l
3092,f,f,f,c,b,b,b,o,l
3093,y,n,f,c,b,b,g,o,p
3094,f,f,f,c,b,b,b,o,l
3095,f,n,f,c,b,b,p,o,p
3096,s,c,f,w,n,b,w,o,p
3097,y,n,f,c,b,b,g,o,p
3098,s,c,f,c,n,b,w,o,p
3099,f,n,f,c,b,b,g,o,p
3100,f,n,f,c,b,b,g,o,p
3101,y,n,f,c,b,b,w,o,p
3102,y,n,f,c,b,b,p,o,p
3103,f,f,f,c,b,b,p,o,l
3104,f,f,f,c,b,b,n,o,l
3105,s,c,f,w,n,b,w,o,p
3106,f,n,f,c,b,b,p,o,p
3107,f,n,f,c,b,b,g,o,p
3108,y,n,f,c,b,b,p,o,p
3109,y,n,f,c,b,b,g,o,p
3110,f,f,f,c,b,b,b,o,l
3111,f,c,f,c,n,b,w,o,p
3112,f,n,f,c,b,b,p,o,p
3113,y,n,f,c,b,b,w,o,p
3114,y,n,f,c,b,b,p,o,p
3115,f,n,f,c,b,b,p,o,p
3116,y,n,f,c,b,b,p,o,p
3117,y,n,f,c,b,b,w,o,p
3118,f,n,f,c,b,b,p,o,p
3119,s,c,f,c,n,b,w,o,p
3120,f,c,f,c,n,b,w,o,p
3121,f,n,f,c,b,b,g,o,p
3122,y,n,f,c,b,b,w,o,p
3123,f,f,f,c,b,b,b,o,l
3124,y,n,f,c,b,b,g,o,p
3125,s,c,f,w,n,b,w,o,p
3126,y,n,f,c,b,b,p,o,p
3127,y,n,f,c,b,b,p,o,p
3128,y,n,f,c,b,b,p,o,p
3129,f,n,f,c,b,b,g,o,p
3130,y,n,f,c,b,b,w,o,p
3131,y,n,f,c,b,b,g,o,p
3132,y,n,f,c,b,b,g,o,p
3133,y,n,f,c,b,b,p,o,p
3134,y,n,f,c,b,b,p,o,p
3135,f,n,f,c,b,b,p,o,p
3136,y,n,f,c,b,b,p,o,p
3137,f,n,f,c,b,b,w,o,p
3138,y,n,f,c,b,b,p,o,p
3139,f,f,f,c,b,b,n,o,l
3140,y,n,f,c,b,b,w,o,p
3141,y,n,f,c,b,b,p,o,p
3142,f,f,f,c,b,b,b,o,l
3143,y,n,f,c,b,b,p,o,p
3144,y,n,f,c,b,b,g,o,p
3145,y,n,f,c,b,b,w,o,p
3146,y,n,f,c,b,b,g,o,p
3147,y,n,f,c,b,b,p,o,p
3148,s,c,f,c,n,b,w,o,p
3149,f,c,f,w,n,b,w,o,p
3150,f,n,f,c,b,b,w,o,p
3151,f,n,f,c,b,b,p,o,p
3152,y,n,f,c,b,b,p,o,p
3153,f,f,f,c,b,b,p,o,l
3154,f,n,f,c,b,b,w,o,p
3155,f,n,f,c,b,b,p,o,p
3156,f,n,f,c,b,b,w,o,p
3157,s,c,f,w,n,b,w,o,p
3158,y,n,f,c,b,b,p,o,p
3159,y,n,f,c,b,b,g,o,p
3160,f,f,f,c,b,b,b,o,l
3161,f,n,f,c,b,b,g,o,p
3162,f,f,f,c,b,b,b,o,l
3163,f,c,f,w,n,b,w,o,p
3164,y,n,f,c,b,b,w,o,p
3165,f,f,f,c,b,b,p,o,l
3166,f,c,f,c,n,b,w,o,p
3167,f,f,f,c,b,b,p,o,l
3168,y,n,f,c,b,b,g,o,p
3169,y,f,f,c,b,b,p,o,l
3170,s,c,f,w,n,b,w,o,p
3171,y,n,f,c,b,b,g,o,p
3172,y,n,f,c,b,b,p,o,p
3173,f,n,f,c,b,b,w,o,p
3174,f,f,f,c,b,b,n,o,l
3175,f,c,f,w,n,b,w,o,p
3176,y,n,f,c,b,b,p,o,p
3177,f,n,f,c,b,b,p,o,p
3178,y,n,f,c,b,b,g,o,p
3179,y,n,f,c,b,b,g,o,p
3180,y,f,f,c,b,b,p,o,l
3181,y,n,f,c,b,b,w,o,p
3182,f,c,f,c,n,b,w,o,p
3183,f,c,f,c,n,b,w,o,p
3184,f,n,f,c,b,b,w,o,p
3185,y,n,f,c,b,b,w,o,p
3186,y,n,f,c,b,b,p,o,p
3187,y,n,f,c,b,b,w,o,p
3188,f,f,f,c,b,b,b,o,l
3189,f,f,f,c,b,b,b,o,l
3190,f,n,f,c,b,b,w,o,p
3191,y,f,f,c,b,b,n,o,l
3192,s,c,f,c,n,b,w,o,p
3193,f,n,f,c,b,b,w,o,p
3194,f,f,f,c,b,b,n,o,l
3195,y,n,f,c,b,b,p,o,p
3196,y,n,f,c,b,b,g,o,p
3197,f,n,f,c,b,b,w,o,p
3198,f,n,f,c,b,b,p,o,p
3199,f,n,f,c,b,b,p,o,p
3200,f,f,f,c,b,b,b,o,l
3201,y,n,f,c,b,b,p,o,p
3202,f,f,f,c,b,b,b,o,l
3203,y,n,f,c,b,b,w,o,p
3204,f,n,f,c,b,b,w,o,p
3205,f,n,f,c,b,b,g,o,p
3206,f,f,f,c,b,b,p,o,l
3207,y,n,f,c,b,b,g,o,p
3208,y,n,f,c,b,b,p,o,p
3209,f,f,f,c,b,b,n,o,l
3210,f,c,f,c,n,b,w,o,p
3211,f,n,f,c,b,b,g,o,p
3212,f,f,f,c,b,b,b,o,l
3213,y,n,f,c,b,b,g,o,p
3214,y,n,f,c,b,b,p,o,p
3215,f,n,f,c,b,b,g,o,p
3216,f,n,f,c,b,b,p,o,p
3217,y,n,f,c,b,b,g,o,p
3218,f,n,f,c,b,b,g,o,p
3219,s,c,f,w,n,b,w,o,p
3220,y,n,f,c,b,b,w,o,p
3221,y,n,f,c,b,b,g,o,p
3222,y,n,f,c,b,b,g,o,p
3223,y,n,f,c,b,b,p,o,p
3224,y,n,f,c,b,b,w,o,p
3225,f,n,f,c,b,b,g,o,p
3226,f,n,f,c,b,b,p,o,p
3227,f,f,f,c,b,b,b,o,l
3228,s,c,f,w,n,b,w,o,p
3229,f,n,f,c,b,b,g,o,p
3230,f,n,f,c,b,b,w,o,p
3231,y,n,f,c,b,b,g,o,p
3232,f,f,f,c,b,b,b,o,l
3233,s,c,f,w,n,b,w,o,p
3234,f,f,f,c,b,b,n,o,l
3235,y,n,f,c,b,b,p,o,p
3236,f,f,f,c,b,b,n,o,l
3237,y,n,f,c,b,b,w,o,p
3238,y,n,f,c,b,b,p,o,p
3239,f,n,f,c,b,b,w,o,p
3240,f,f,f,c,b,b,b,o,l
3241,y,n,f,c,b,b,w,o,p
3242,y,n,f,c,b,b,p,o,p
3243,s,c,f,c,n,b,w,o,p
3244,y,f,f,c,b,b,n,o,l
3245,f,n,f,c,b,b,g,o,p
3246,f,f,f,c,b,b,p,o,l
3247,f,f,f,c,b,b,n,o,l
3248,y,n,f,c,b,b,g,o,p
3249,f,f,f,c,b,b,n,o,l
3250,y,n,f,c,b,b,g,o,p
3251,f,n,f,c,b,b,p,o,p
3252,y,n,f,c,b,b,p,o,p
3253,y,n,f,c,b,b,p,o,p
3254,s,c,f,w,n,b,w,o,p
3255,f,n,f,c,b,b,g,o,p
3256,y,n,f,c,b,b,g,o,p
3257,y,n,f,c,b,b,w,o,p
3258,y,n,f,c,b,b,p,o,p
3259,f,c,f,c,n,b,w,o,p
3260,f,f,f,c,b,b,p,o,l
3261,y,n,f,c,b,b,p,o,p
3262,f,n,f,c,b,b,g,o,p
3263,s,c,f,w,n,b,w,o,p
3264,y,n,f,c,b,b,p,o,p
3265,f,f,f,c,b,b,n,o,l
3266,f,f,f,c,b,b,n,o,l
3267,y,n,f,c,b,b,p,o,p
3268,y,n,f,c,b,b,w,o,p
3269,s,c,f,c,n,b,w,o,p
3270,f,f,f,c,b,b,n,o,l
3271,f,c,f,w,n,b,w,o,p
3272,y,n,f,c,b,b,w,o,p
3273,y,n,f,c,b,b,p,o,p
3274,f,n,f,c,b,b,p,o,p
3275,f,f,f,c,b,b,b,o,l
3276,f,n,f,c,b,b,w,o,p
3277,f,c,f,w,n,b,w,o,p
3278,f,f,f,c,b,b,n,o,l
3279,f,n,f,c,b,b,g,o,p
3280,y,n,f,c,b,b,p,o,p
3281,f,f,f,c,b,b,n,o,l
3282,f,f,f,c,b,b,p,o,l
3283,s,c,f,w,n,b,w,o,p
3284,y,n,f,c,b,b,g,o,p
3285,f,f,f,c,b,b,p,o,l
3286,y,n,f,c,b,b,g,o,p
3287,y,n,f,c,b,b,w,o,p
3288,y,n,f,c,b,b,g,o,p
3289,y,n,f,c,b,b,g,o,p
3290,f,n,f,c,b,b,g,o,p
3291,y,n,f,c,b,b,w,o,p
3292,f,n,f,c,b,b,g,o,p
3293,f,c,f,w,n,b,w,o,p
3294,f,n,f,c,b,b,g,o,p
3295,f,n,f,c,b,b,w,o,p
3296,s,c,f,w,n,b,w,o,p
3297,f,n,f,c,b,b,p,o,p
3298,y,n,f,c,b,b,w,o,p
3299,f,f,f,c,b,b,p,o,l
3300,f,n,f,c,b,b,p,o,p
3301,f,f,f,c,b,b,p,o,l
3302,f,n,f,c,b,b,w,o,p
3303,y,n,f,c,b,b,g,o,p
3304,f,n,f,c,b,b,g,o,p
3305,f,f,f,c,b,b,n,o,l
3306,y,n,f,c,b,b,p,o,p
3307,f,c,f,c,n,b,w,o,p
3308,y,n,f,c,b,b,p,o,p
3309,y,n,f,c,b,b,p,o,p
3310,y,n,f,c,b,b,p,o,p
3311,y,n,f,c,b,b,w,o,p
3312,y,n,f,c,b,b,g,o,p
3313,y,n,f,c,b,b,g,o,p
3314,f,f,f,c,b,b,p,o,l
3315,y,n,f,c,b,b,p,o,p
3316,y,n,f,c,b,b,g,o,p
3317,f,n,f,c,b,b,p,o,p
3318,y,n,f,c,b,b,g,o,p
3319,f,n,f,c,b,b,g,o,p
3320,f,n,f,c,b,b,g,o,p
3321,y,n,f,c,b,b,w,o,p
3322,f,n,f,c,b,b,p,o,p
3323,f,c,f,c,n,b,w,o,p
3324,f,f,f,c,b,b,n,o,l
3325,y,n,f,c,b,b,w,o,p
3326,y,n,f,c,b,b,g,o,p
3327,s,c,f,c,n,b,w,o,p
3328,f,c,f,w,n,b,w,o,p
3329,f,f,f,c,b,b,b,o,l
3330,f,n,f,c,b,b,p,o,p
3331,y,n,f,c,b,b,p,o,p
3332,s,c,f,w,n,b,w,o,p
