id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
4158,y,f,f,b,k,w,o
4159,g,f,f,b,k,w,o
4160,n,n,f,b,s,w,o
4161,g,f,f,b,k,w,o
4162,g,n,f,b,s,w,o
4163,y,f,f,b,k,w,o
4164,y,f,f,b,k,w,o
4165,y,f,f,b,k,w,o
4166,c,n,f,b,f,w,o
4167,g,f,f,b,k,w,o
4168,g,f,f,b,k,w,o
4169,g,f,f,b,k,w,o
4170,g,f,f,b,k,w,o
4171,b,f,f,b,f,w,o
4172,g,f,f,b,k,w,o
4173,g,f,f,b,k,w,o
4174,y,f,f,b,k,w,o
4175,g,f,f,b,k,w,o
4176,g,f,f,b,k,w,o
4177,g,n,f,b,s,w,o
4178,y,f,f,b,k,w,o
4179,y,f,f,b,k,w,o
4180,e,n,f,b,s,w,o
4181,g,f,f,b,k,w,o
4182,g,f,f,b,k,w,o
4183,y,f,f,b,k,w,o
4184,g,n,f,b,s,w,o
4185,g,f,f,b,k,w,o
4186,g,f,f,b,k,w,o
4187,n,n,f,b,s,w,o
4188,g,n,f,b,s,w,o
4189,g,f,f,b,k,w,o
4190,y,f,f,b,k,w,o
4191,y,f,f,b,k,w,o
4192,g,f,f,b,k,w,o
4193,g,f,f,b,k,w,o
4194,g,f,f,b,k,w,o
4195,b,f,f,b,f,w,o
4196,e,n,f,b,s,w,o
4197,n,y,f,?,k,w,o
4198,g,n,f,b,s,w,o
4199,g,c,f,b,s,w,o
4200,p,c,f,b,s,w,o
4201,n,y,f,?,s,w,o
4202,g,f,f,b,k,w,o
4203,y,f,f,b,k,w,o
4204,g,f,f,b,s,w,o
4205,g,f,f,b,k,w,o
4206,y,f,f,b,k,w,o
4207,g,f,f,b,k,w,o
4208,g,f,f,b,k,w,o
4209,g,f,f,b,k,w,o
4210,g,f,f,b,k,w,o
4211,g,f,f,b,k,w,o
4212,y,f,f,b,k,w,o
4213,y,f,f,b,k,w,o
4214,y,f,f,b,k,w,o
4215,y,f,f,b,k,w,o
4216,y,f,f,b,k,w,o
4217,g,f,f,b,s,w,o
4218,y,f,f,b,k,w,o
4219,y,f,f,b,k,w,o
4220,g,f,f,b,k,w,o
4221,y,f,f,b,k,w,o
4222,y,f,f,b,k,w,o
4223,g,f,f,b,k,w,o
4224,g,f,f,b,k,w,o
4225,e,n,f,b,s,w,o
4226,y,f,f,b,k,w,o
4227,g,f,f,b,k,w,o
4228,g,f,f,b,k,w,o
4229,y,f,f,b,k,w,o
4230,y,f,f,b,k,w,o
4231,g,f,f,b,k,w,o
4232,y,f,f,b,k,w,o
4233,w,f,f,b,f,w,o
4234,y,f,f,b,k,w,o
4235,y,f,f,b,k,w,o
4236,g,f,f,b,k,w,o
4237,y,f,f,b,k,w,o
4238,y,f,f,b,k,w,o
4239,g,f,f,b,k,w,o
4240,g,f,f,b,k,w,o
4241,y,f,f,b,k,w,o
4242,g,f,f,b,k,w,o
4243,y,f,f,b,k,w,o
4244,g,f,f,b,k,w,o
4245,y,f,f,b,k,w,o
4246,w,f,f,b,f,w,o
4247,g,f,f,b,k,w,o
4248,b,f,f,b,f,w,o
4249,g,f,f,b,k,w,o
4250,g,f,f,b,k,w,o
4251,y,f,f,b,k,w,o
4252,y,f,f,b,k,w,o
4253,y,f,f,b,k,w,o
4254,g,n,f,b,s,w,o
4255,y,f,f,b,k,w,o
4256,g,f,f,b,k,w,o
4257,y,f,f,b,k,w,o
4258,y,f,f,b,k,w,o
4259,y,f,f,b,k,w,o
4260,g,f,f,b,k,w,o
4261,g,f,f,b,k,w,o
4262,g,f,f,b,k,w,o
4263,p,c,f,b,s,w,o
4264,y,f,f,b,k,w,o
4265,y,f,f,b,k,w,o
4266,y,f,f,b,k,w,o
4267,g,f,f,b,k,w,o
4268,g,f,f,b,k,w,o
4269,g,f,f,b,k,w,o
4270,y,f,f,b,k,w,o
4271,y,f,f,b,k,w,o
4272,g,f,f,b,k,w,o
4273,y,f,f,b,k,w,o
4274,g,f,f,b,k,w,o
4275,g,f,f,b,k,w,o
4276,y,f,f,b,k,w,o
4277,n,n,f,b,f,w,o
4278,g,f,f,b,k,w,o
4279,y,f,f,b,k,w,o
4280,y,f,f,b,k,w,o
4281,g,f,f,b,k,w,o
4282,g,f,f,b,k,w,o
4283,y,f,f,b,k,w,o
4284,p,n,f,?,s,w,t
4285,y,f,f,b,k,w,o
4286,y,f,f,b,k,w,o
4287,g,f,f,b,k,w,o
4288,g,f,f,b,k,w,o
4289,y,f,f,b,k,w,o
4290,g,f,f,b,k,w,o
4291,g,f,f,b,k,w,o
4292,p,n,f,?,s,w,t
4293,y,f,f,b,k,w,o
4294,y,f,f,b,k,w,o
4295,g,f,f,b,k,w,o
4296,g,f,f,b,k,w,o
4297,y,f,f,b,k,w,o
4298,g,f,f,b,k,w,o
4299,g,f,f,b,k,w,o
4300,y,f,f,b,k,w,o
4301,g,f,f,b,k,w,o
4302,y,f,f,b,k,w,o
4303,g,f,f,b,k,w,o
4304,g,f,f,b,k,w,o
4305,y,f,f,b,k,w,o
4306,g,n,f,b,s,w,o
4307,g,f,f,b,k,w,o
4308,g,f,f,b,k,w,o
4309,g,f,f,b,k,w,o
4310,y,f,f,b,k,w,o
4311,g,f,f,b,k,w,o
4312,y,f,f,b,k,w,o
4313,y,f,f,b,k,w,o
4314,y,f,f,b,k,w,o
4315,y,f,f,b,k,w,o
4316,g,f,f,b,k,w,o
4317,y,f,f,b,k,w,o
4318,g,f,f,b,k,w,o
4319,g,f,f,b,k,w,o
4320,g,f,f,b,k,w,o
4321,y,f,f,b,k,w,o
4322,g,f,f,b,k,w,o
4323,y,f,f,b,k,w,o
4324,g,f,f,b,k,w,o
4325,g,f,f,b,k,w,o
4326,g,f,f,b,k,w,o
4327,r,n,f,?,s,w,o
4328,y,f,f,b,k,w,o
4329,y,f,f,b,k,w,o
4330,n,s,f,?,k,w,o
4331,y,f,f,b,k,w,o
4332,n,n,f,?,k,w,o
4333,y,f,f,b,k,w,o
4334,g,f,f,b,k,w,o
4335,g,f,f,b,k,w,o
4336,g,f,f,b,k,w,o
4337,y,f,f,b,k,w,o
4338,g,f,f,b,k,w,o
4339,g,f,f,b,k,w,o
4340,g,f,f,b,k,w,o
4341,g,f,f,b,k,w,o
4342,e,n,f,b,s,w,o
4343,y,f,f,b,k,w,o
4344,y,f,f,b,k,w,o
4345,y,f,f,b,k,w,o
4346,y,f,f,b,k,w,o
4347,g,f,f,b,k,w,o
4348,g,f,f,b,k,w,o
4349,y,f,f,b,k,w,o
4350,b,f,f,b,s,w,o
4351,g,f,f,b,k,w,o
4352,y,f,f,b,k,w,o
4353,g,f,f,b,k,w,o
4354,g,f,f,b,k,w,o
4355,y,f,f,b,k,w,o
4356,g,f,f,b,k,w,o
4357,g,f,f,b,k,w,o
4358,e,n,f,?,s,w,t
4359,g,f,f,b,k,w,o
4360,y,f,f,b,k,w,o
4361,g,f,f,b,k,w,o
4362,y,f,f,b,k,w,o
4363,g,f,f,b,k,w,o
4364,y,f,f,b,k,w,o
4365,w,n,f,b,s,w,o
4366,b,f,f,b,s,w,o
4367,y,f,f,b,k,w,o
4368,g,f,f,b,k,w,o
4369,g,f,f,b,k,w,o
4370,y,f,f,b,k,w,o
4371,g,f,f,b,k,w,o
4372,y,f,f,b,k,w,o
4373,y,f,f,b,k,w,o
4374,g,f,f,b,k,w,o
4375,w,f,f,b,f,w,o
4376,g,n,f,b,s,w,o
4377,n,y,f,?,s,w,o
4378,g,f,f,b,k,w,o
4379,g,f,f,b,k,w,o
4380,e,n,f,b,s,w,o
4381,b,n,f,?,s,w,t
4382,y,f,f,b,k,w,o
4383,y,f,f,b,k,w,o
4384,y,f,f,b,k,w,o
4385,y,f,f,b,k,w,o
4386,y,f,f,b,k,w,o
4387,g,f,f,b,k,w,o
4388,g,f,f,b,k,w,o
4389,y,f,f,b,k,w,o
4390,g,f,f,b,k,w,o
4391,y,f,f,b,k,w,o
4392,g,f,f,b,k,w,o
4393,y,f,f,b,k,w,o
4394,g,f,f,b,k,w,o
4395,g,f,f,b,k,w,o
4396,g,f,f,b,k,w,o
4397,u,n,f,?,s,w,o
4398,g,f,f,b,k,w,o
4399,y,f,f,b,k,w,o
4400,y,f,f,b,k,w,o
4401,y,f,f,b,k,w,o
4402,y,f,f,b,k,w,o
4403,g,f,f,b,k,w,o
4404,g,f,f,b,k,w,o
4405,g,f,f,b,k,w,o
4406,y,f,f,b,k,w,o
4407,y,f,f,b,k,w,o
4408,g,f,f,b,k,w,o
4409,g,f,f,b,k,w,o
4410,y,f,f,b,k,w,o
4411,e,n,f,b,s,w,o
4412,b,f,f,b,s,w,o
4413,g,f,f,b,k,w,o
4414,g,f,f,b,k,w,o
4415,y,f,f,b,k,w,o
4416,y,f,f,b,k,w,o
4417,y,f,f,b,k,w,o
4418,n,n,f,b,s,w,o
4419,y,f,f,b,k,w,o
4420,b,n,f,?,s,w,t
4421,y,f,f,b,k,w,o
4422,y,f,f,b,k,w,o
4423,y,f,f,b,k,w,o
4424,g,f,f,b,k,w,o
4425,e,n,f,b,s,w,o
4426,y,f,f,b,k,w,o
4427,y,f,f,b,k,w,o
4428,y,f,f,b,k,w,o
4429,y,f,f,b,k,w,o
4430,n,y,f,?,k,w,o
4431,y,f,f,b,k,w,o
4432,y,f,f,b,k,w,o
4433,y,f,f,b,k,w,o
4434,y,f,f,b,k,w,o
4435,g,f,f,b,k,w,o
4436,g,f,f,b,k,w,o
4437,g,f,f,b,k,w,o
4438,g,f,f,b,k,w,o
4439,g,c,f,b,s,w,o
4440,y,f,f,b,k,w,o
4441,g,f,f,b,f,w,o
4442,g,f,f,b,k,w,o
4443,y,f,f,b,k,w,o
4444,y,f,f,b,k,w,o
4445,g,n,f,b,s,w,o
4446,g,f,f,b,k,w,o
4447,y,f,f,b,k,w,o
4448,g,f,f,b,k,w,o
4449,y,f,f,b,k,w,o
4450,g,f,f,b,k,w,o
4451,y,f,f,b,k,w,o
4452,n,n,f,b,s,w,o
4453,g,f,f,b,k,w,o
4454,y,f,f,b,k,w,o
4455,g,f,f,b,k,w,o
4456,y,f,f,b,k,w,o
4457,g,f,f,b,k,w,o
4458,g,f,f,b,k,w,o
4459,y,f,f,b,k,w,o
4460,b,n,f,?,s,w,t
4461,y,f,f,b,k,w,o
4462,n,s,f,?,s,w,o
4463,g,f,f,b,k,w,o
4464,g,f,f,b,k,w,o
4465,y,f,f,b,k,w,o
4466,g,f,f,b,k,w,o
4467,g,f,f,b,k,w,o
4468,y,f,f,b,k,w,o
4469,y,f,f,b,k,w,o
4470,w,f,f,b,f,w,o
4471,y,f,f,b,k,w,o
4472,y,f,f,b,k,w,o
4473,y,f,f,b,k,w,o
4474,y,f,f,b,k,w,o
4475,y,f,f,b,k,w,o
4476,y,f,f,b,k,w,o
4477,y,f,f,b,k,w,o
4478,g,f,f,b,k,w,o
4479,y,f,f,b,k,w,o
4480,g,f,f,b,k,w,o
4481,n,n,f,b,s,w,o
4482,y,f,f,b,k,w,o
4483,g,f,f,b,k,w,o
4484,g,f,f,b,k,w,o
4485,g,f,f,b,k,w,o
4486,y,f,f,b,k,w,o
4487,g,f,f,b,k,w,o
4488,g,f,f,b,k,w,o
4489,y,f,f,b,k,w,o
4490,y,f,f,b,k,w,o
4491,y,f,f,b,k,w,o
4492,c,n,f,b,s,w,o
4493,g,f,f,b,k,w,o
4494,g,f,f,b,k,w,o
4495,y,n,f,?,k,w,o
4496,y,f,f,b,k,w,o
4497,g,f,f,b,f,w,o
4498,n,n,f,?,s,w,t
4499,n,y,f,?,s,w,o
4500,g,c,f,b,s,w,o
4501,y,f,f,b,k,w,o
4502,g,f,f,b,k,w,o
4503,g,f,f,b,k,w,o
4504,y,f,f,b,k,w,o
4505,y,f,f,b,k,w,o
4506,g,f,f,b,k,w,o
4507,g,f,f,b,k,w,o
4508,g,f,f,b,k,w,o
4509,y,f,f,b,k,w,o
4510,y,f,f,b,k,w,o
4511,y,f,f,b,k,w,o
4512,g,f,f,b,k,w,o
4513,y,f,f,b,k,w,o
4514,y,f,f,b,k,w,o
4515,y,f,f,b,k,w,o
4516,y,f,f,b,k,w,o
4517,g,f,f,b,k,w,o
4518,g,f,f,b,k,w,o
4519,g,f,f,b,k,w,o
4520,b,n,f,?,s,w,t
4521,g,f,f,b,k,w,o
4522,y,f,f,b,k,w,o
4523,n,s,f,?,s,w,o
4524,g,f,f,b,k,w,o
4525,g,f,f,b,k,w,o
4526,g,f,f,b,k,w,o
4527,y,f,f,b,k,w,o
4528,y,f,f,b,k,w,o
4529,y,f,f,b,k,w,o
4530,g,f,f,b,k,w,o
4531,g,f,f,b,k,w,o
4532,y,f,f,b,k,w,o
4533,y,f,f,b,k,w,o
4534,u,n,f,?,s,w,o
4535,b,n,f,?,s,w,t
4536,y,f,f,b,k,w,o
4537,y,f,f,b,k,w,o
4538,g,f,f,b,k,w,o
4539,g,f,f,b,k,w,o
4540,g,f,f,b,k,w,o
4541,g,f,f,b,k,w,o
4542,g,f,f,b,k,w,o
4543,y,f,f,b,k,w,o
4544,y,f,f,b,k,w,o
4545,g,f,f,b,k,w,o
4546,y,f,f,b,k,w,o
4547,y,f,f,b,k,w,o
4548,g,f,f,b,k,w,o
4549,b,f,f,b,s,w,o
4550,w,n,f,b,s,w,t
4551,y,f,f,b,k,w,o
4552,y,f,f,b,k,w,o
4553,g,f,f,b,k,w,o
4554,y,f,f,b,k,w,o
4555,y,f,f,b,k,w,o
4556,y,f,f,b,k,w,o
4557,g,n,f,b,s,w,o
4558,u,n,f,?,s,w,o
4559,g,f,f,b,k,w,o
4560,y,f,f,b,k,w,o
4561,y,f,f,b,k,w,o
4562,g,f,f,b,k,w,o
4563,y,f,f,b,k,w,o
4564,y,f,f,b,k,w,o
4565,y,f,f,b,k,w,o
4566,y,f,f,b,k,w,o
4567,g,f,f,b,k,w,o
4568,g,f,f,b,k,w,o
4569,g,f,f,b,k,w,o
4570,y,f,f,b,k,w,o
4571,e,n,f,b,s,w,o
4572,y,f,f,b,k,w,o
4573,g,f,f,b,k,w,o
4574,g,f,f,b,k,w,o
4575,g,f,f,b,k,w,o
4576,g,f,f,b,k,w,o
4577,g,f,f,b,k,w,o
4578,g,f,f,b,k,w,o
4579,g,f,f,b,k,w,o
4580,y,f,f,b,k,w,o
4581,y,f,f,b,k,w,o
4582,g,f,f,b,k,w,o
4583,g,f,f,b,k,w,o
4584,w,c,f,b,s,w,o
4585,g,f,f,b,k,w,o
4586,y,f,f,b,k,w,o
4587,g,f,f,b,k,w,o
4588,y,f,f,b,k,w,o
4589,g,f,f,b,k,w,o
4590,g,f,f,b,k,w,o
4591,y,f,f,b,k,w,o
4592,g,f,f,b,k,w,o
4593,y,f,f,b,k,w,o
4594,y,f,f,b,k,w,o
4595,y,f,f,b,k,w,o
4596,y,f,f,b,k,w,o
4597,y,f,f,b,k,w,o
4598,y,f,f,b,k,w,o
4599,y,f,f,b,k,w,o
4600,g,f,f,b,k,w,o
4601,g,f,f,b,k,w,o
4602,y,f,f,b,k,w,o
4603,g,f,f,b,k,w,o
4604,g,f,f,b,k,w,o
4605,y,f,f,b,k,w,o
4606,y,f,f,b,k,w,o
4607,y,f,f,b,k,w,o
4608,y,f,f,b,k,w,o
4609,y,f,f,b,k,w,o
4610,y,f,f,b,k,w,o
4611,n,y,f,?,s,w,o
4612,b,n,f,?,s,w,t
4613,y,f,f,b,k,w,o
4614,y,f,f,b,k,w,o
4615,g,f,f,b,k,w,o
4616,y,f,f,b,k,w,o
4617,g,f,f,b,k,w,o
4618,g,f,f,b,k,w,o
4619,g,f,f,b,k,w,o
4620,y,f,f,b,k,w,o
4621,y,f,f,b,k,w,o
4622,y,f,f,b,k,w,o
4623,g,f,f,b,k,w,o
4624,g,f,f,b,k,w,o
4625,g,f,f,b,k,w,o
4626,g,f,f,b,k,w,o
4627,g,f,f,b,k,w,o
4628,g,f,f,b,k,w,o
4629,g,c,f,b,s,w,o
4630,b,f,f,b,f,w,o
4631,e,n,f,b,s,w,o
4632,y,f,f,b,k,w,o
4633,g,f,f,b,k,w,o
4634,g,f,f,b,k,w,o
4635,g,n,f,b,s,w,o
4636,y,f,f,b,k,w,o
4637,y,f,f,b,k,w,o
4638,y,f,f,b,k,w,o
4639,y,f,f,b,k,w,o
4640,y,f,f,b,k,w,o
4641,g,f,f,b,k,w,o
4642,w,f,f,b,s,w,o
4643,g,f,f,b,k,w,o
4644,y,f,f,b,k,w,o
4645,g,f,f,b,k,w,o
4646,g,f,f,b,k,w,o
4647,y,f,f,b,k,w,o
4648,u,n,f,?,s,w,o
4649,y,f,f,b,k,w,o
4650,g,f,f,b,k,w,o
4651,y,f,f,b,k,w,o
4652,g,f,f,b,k,w,o
4653,n,n,f,b,s,w,o
4654,y,f,f,b,k,w,o
4655,g,f,f,b,k,w,o
4656,g,f,f,b,k,w,o
4657,y,f,f,b,k,w,o
4658,y,f,f,b,k,w,o
4659,y,f,f,b,k,w,o
4660,y,f,f,b,k,w,o
4661,g,f,f,b,k,w,o
4662,w,f,f,b,f,w,o
4663,e,n,f,?,s,w,t
4664,u,n,f,?,s,w,o
4665,y,f,f,b,k,w,o
4666,g,f,f,b,k,w,o
4667,y,f,f,b,k,w,o
4668,g,f,f,b,k,w,o
4669,g,f,f,b,k,w,o
4670,g,f,f,b,k,w,o
4671,y,f,f,b,k,w,o
4672,g,f,f,b,k,w,o
4673,g,f,f,b,k,w,o
4674,p,n,f,?,s,w,t
4675,g,f,f,b,k,w,o
4676,y,f,f,b,k,w,o
4677,g,f,f,b,k,w,o
4678,y,f,f,b,k,w,o
4679,y,f,f,b,k,w,o
4680,g,f,f,b,k,w,o
4681,y,f,f,b,k,w,o
4682,g,f,f,b,k,w,o
4683,g,f,f,b,k,w,o
4684,y,f,f,b,k,w,o
4685,g,f,f,b,k,w,o
4686,g,f,f,b,k,w,o
4687,y,f,f,b,k,w,o
4688,g,f,f,b,k,w,o
4689,g,f,f,b,k,w,o
4690,g,f,f,b,k,w,o
4691,g,f,f,b,k,w,o
4692,g,f,f,b,k,w,o
4693,y,f,f,b,k,w,o
4694,y,f,f,b,k,w,o
4695,g,f,f,b,k,w,o
4696,y,f,f,b,k,w,o
4697,n,n,f,b,s,w,o
4698,g,f,f,b,k,w,o
4699,y,f,f,b,k,w,o
4700,g,f,f,b,f,w,o
4701,y,f,f,b,k,w,o
4702,y,f,f,b,k,w,o
4703,w,c,f,b,s,w,o
4704,y,f,f,b,k,w,o
4705,b,f,f,b,f,w,o
4706,y,f,f,b,k,w,o
4707,g,f,f,b,k,w,o
4708,y,f,f,b,k,w,o
4709,p,n,f,b,s,w,t
4710,b,f,f,b,f,w,o
4711,g,f,f,b,k,w,o
4712,g,f,f,b,k,w,o
4713,g,f,f,b,k,w,o
4714,g,f,f,b,k,w,o
4715,g,f,f,b,k,w,o
4716,y,f,f,b,k,w,o
4717,y,f,f,b,k,w,o
4718,u,n,f,?,s,w,o
4719,y,f,f,b,k,w,o
4720,e,n,f,b,s,w,o
4721,y,f,f,b,k,w,o
4722,y,f,f,b,k,w,o
4723,n,f,f,?,k,w,o
4724,g,f,f,b,k,w,o
4725,y,f,f,b,k,w,o
4726,g,f,f,b,k,w,o
4727,g,f,f,b,k,w,o
4728,g,f,f,b,k,w,o
4729,y,f,f,b,k,w,o
4730,y,f,f,b,k,w,o
4731,g,f,f,b,k,w,o
4732,g,f,f,b,k,w,o
4733,n,n,f,b,s,w,o
4734,y,f,f,b,k,w,o
4735,e,n,f,b,s,w,o
4736,y,f,f,b,k,w,o
4737,g,f,f,b,k,w,o
4738,g,f,f,b,k,w,o
4739,y,f,f,b,k,w,o
4740,g,f,f,b,k,w,o
4741,g,f,f,b,k,w,o
4742,g,f,f,b,k,w,o
4743,g,f,f,b,k,w,o
4744,y,f,f,b,k,w,o
4745,y,f,f,b,k,w,o
4746,y,f,f,b,k,w,o
4747,g,f,f,b,k,w,o
4748,y,f,f,b,k,w,o
4749,g,f,f,b,k,w,o
4750,p,c,f,b,s,w,o
4751,y,f,f,b,k,w,o
4752,g,f,f,b,k,w,o
4753,y,f,f,b,k,w,o
4754,g,f,f,b,k,w,o
4755,y,f,f,b,k,w,o
4756,g,f,f,b,k,w,o
4757,y,f,f,b,k,w,o
4758,g,f,f,b,k,w,o
4759,g,f,f,b,k,w,o
4760,y,f,f,b,k,w,o
4761,y,f,f,b,k,w,o
4762,g,f,f,b,k,w,o
4763,y,f,f,b,k,w,o
4764,g,f,f,b,k,w,o
4765,g,f,f,b,k,w,o
4766,y,f,f,b,k,w,o
4767,g,f,f,b,k,w,o
4768,g,f,f,b,k,w,o
4769,g,f,f,b,k,w,o
4770,g,f,f,b,k,w,o
4771,y,f,f,b,k,w,o
4772,g,f,f,b,k,w,o
4773,g,f,f,b,k,w,o
4774,y,f,f,b,k,w,o
4775,y,f,f,b,k,w,o
4776,g,f,f,b,k,w,o
4777,g,f,f,b,k,w,o
4778,p,n,f,?,s,w,t
4779,y,f,f,b,k,w,o
4780,p,c,f,b,s,w,o
4781,y,f,f,b,k,w,o
4782,g,f,f,b,k,w,o
4783,y,f,f,b,k,w,o
4784,e,n,f,b,s,w,o
4785,y,f,f,b,k,w,o
4786,y,f,f,b,k,w,o
4787,g,f,f,b,k,w,o
4788,y,f,f,b,k,w,o
4789,n,n,f,b,s,w,o
4790,y,f,f,b,k,w,o
4791,g,f,f,b,k,w,o
4792,y,f,f,b,k,w,o
4793,y,f,f,b,k,w,o
4794,y,f,f,b,k,w,o
4795,g,f,f,b,k,w,o
4796,g,f,f,b,k,w,o
4797,y,f,f,b,k,w,o
4798,g,f,f,b,k,w,o
4799,y,f,f,b,k,w,o
4800,g,n,f,b,s,w,o
4801,g,f,f,b,f,w,o
4802,n,f,f,?,s,w,o
4803,g,f,f,b,s,w,o
4804,g,f,f,b,k,w,o
4805,y,f,f,b,k,w,o
4806,g,f,f,b,k,w,o
4807,e,n,f,?,s,w,t
4808,g,f,f,b,k,w,o
4809,y,f,f,b,k,w,o
4810,g,f,f,b,k,w,o
4811,y,f,f,b,k,w,o
4812,y,f,f,b,k,w,o
4813,n,n,f,?,s,w,t
4814,g,f,f,b,k,w,o
4815,n,n,f,?,k,w,o
4816,g,f,f,b,k,w,o
4817,y,f,f,b,k,w,o
4818,n,s,f,?,s,w,o
4819,g,f,f,b,k,w,o
4820,g,f,f,b,k,w,o
4821,w,f,f,b,f,w,o
4822,y,f,f,b,k,w,o
4823,g,f,f,b,k,w,o
4824,y,f,f,b,k,w,o
4825,e,n,f,?,s,w,t
4826,y,f,f,b,k,w,o
4827,y,n,f,?,k,w,o
4828,y,f,f,b,k,w,o
4829,g,f,f,b,f,w,o
4830,y,f,f,b,k,w,o
4831,y,f,f,b,k,w,o
4832,e,n,f,?,s,w,t
4833,y,f,f,b,k,w,o
4834,y,f,f,b,k,w,o
4835,n,n,f,b,f,w,o
4836,w,c,f,b,s,w,o
4837,y,f,f,b,k,w,o
4838,y,f,f,b,k,w,o
4839,y,f,f,b,k,w,o
4840,y,f,f,b,k,w,o
4841,b,n,f,b,s,w,t
4842,w,f,f,b,f,w,o
4843,e,n,f,b,s,w,o
4844,w,n,f,b,s,w,t
4845,p,n,f,?,s,w,t
4846,w,f,f,b,f,w,o
4847,n,n,f,?,s,w,t
4848,y,f,f,b,k,w,o
4849,b,f,f,b,f,w,o
4850,g,f,f,b,k,w,o
4851,y,f,f,b,k,w,o
4852,g,f,f,b,k,w,o
4853,y,f,f,b,k,w,o
4854,y,f,f,b,k,w,o
4855,y,f,f,b,k,w,o
4856,y,f,f,b,k,w,o
4857,g,f,f,b,k,w,o
4858,g,f,f,b,k,w,o
4859,e,n,f,?,s,w,t
4860,n,n,f,?,s,w,t
4861,b,n,f,?,s,w,t
4862,y,f,f,b,k,w,o
4863,g,n,f,b,s,w,o
4864,y,f,f,b,k,w,o
4865,g,f,f,b,k,w,o
4866,g,f,f,b,f,w,o
4867,g,f,f,b,k,w,o
4868,y,f,f,b,k,w,o
4869,y,f,f,b,k,w,o
4870,n,f,f,?,k,w,o
4871,g,f,f,b,k,w,o
4872,n,n,f,?,s,w,t
4873,e,n,f,b,s,w,o
4874,g,f,f,b,k,w,o
4875,y,f,f,b,k,w,o
4876,g,f,f,b,k,w,o
4877,e,n,f,b,s,w,o
4878,y,f,f,b,k,w,o
4879,y,f,f,b,k,w,o
4880,g,f,f,b,k,w,o
4881,y,f,f,b,k,w,o
4882,g,f,f,b,k,w,o
4883,w,n,f,b,s,w,t
4884,y,f,f,b,k,w,o
4885,n,f,f,?,k,w,o
4886,g,f,f,b,k,w,o
4887,y,f,f,b,k,w,o
4888,y,f,f,b,k,w,o
4889,p,n,f,?,s,w,t
4890,w,f,f,b,s,w,o
4891,g,f,f,b,k,w,o
4892,g,f,f,b,k,w,o
4893,y,f,f,b,k,w,o
4894,b,f,f,b,f,w,o
4895,g,c,f,b,s,w,o
4896,y,f,f,b,k,w,o
4897,g,f,f,b,k,w,o
4898,y,f,f,b,k,w,o
4899,r,n,f,?,s,w,o
4900,w,n,f,?,s,w,o
4901,y,f,f,b,k,w,o
4902,y,f,f,b,k,w,o
4903,y,f,f,b,k,w,o
4904,e,y,f,?,k,w,o
4905,e,y,f,?,k,w,o
4906,g,f,f,b,k,w,o
4907,y,f,f,b,k,w,o
4908,g,f,f,b,k,w,o
4909,g,f,f,b,k,w,o
4910,y,f,f,b,k,w,o
4911,y,f,f,b,k,w,o
4912,e,n,f,?,s,w,t
4913,y,f,f,b,k,w,o
4914,y,f,f,b,k,w,o
4915,g,f,f,b,f,w,o
4916,y,f,f,b,k,w,o
4917,y,f,f,b,k,w,o
4918,y,f,f,b,k,w,o
4919,g,f,f,b,f,w,o
4920,g,f,f,b,k,w,o
4921,g,f,f,b,k,w,o
4922,w,c,f,b,s,w,o
4923,g,f,f,b,k,w,o
4924,e,n,f,b,s,w,o
4925,y,f,f,b,k,w,o
4926,y,f,f,b,k,w,o
4927,b,n,f,?,s,w,t
4928,y,f,f,b,k,w,o
4929,y,f,f,b,k,w,o
4930,y,f,f,b,k,w,o
4931,n,n,f,b,s,w,o
4932,e,n,f,?,s,w,t
4933,g,f,f,b,k,w,o
4934,y,f,f,b,k,w,o
4935,g,f,f,b,f,w,o
4936,y,f,f,b,k,w,o
4937,g,f,f,b,k,w,o
4938,g,f,f,b,k,w,o
4939,n,s,f,?,s,w,o
4940,b,n,f,?,s,w,t
4941,y,f,f,b,k,w,o
4942,g,f,f,b,k,w,o
4943,g,f,f,b,k,w,o
4944,y,f,f,b,k,w,o
4945,y,f,f,b,k,w,o
4946,p,n,f,?,s,w,t
4947,n,n,f,?,k,w,o
4948,g,f,f,b,k,w,o
4949,y,f,f,b,k,w,o
4950,g,f,f,b,k,w,o
4951,b,f,f,b,f,w,o
4952,b,n,f,?,s,w,t
4953,w,f,f,b,f,w,o
4954,g,f,f,b,k,w,o
4955,y,f,f,b,k,w,o
4956,g,f,f,b,k,w,o
4957,y,f,f,b,k,w,o
4958,y,f,f,b,k,w,o
4959,b,f,f,b,s,w,o
4960,g,f,f,b,k,w,o
4961,g,f,f,b,k,w,o
4962,y,f,f,b,k,w,o
4963,y,f,f,b,k,w,o
4964,g,f,f,b,s,w,o
4965,b,n,f,?,s,w,t
4966,p,n,f,?,s,w,t
4967,n,n,f,?,s,w,t
4968,p,n,f,b,s,w,t
4969,g,f,f,b,k,w,o
4970,y,f,f,b,k,w,o
4971,g,f,f,b,k,w,o
4972,g,f,f,b,k,w,o
4973,y,f,f,b,k,w,o
4974,g,f,f,b,k,w,o
4975,g,f,f,b,k,w,o
4976,y,f,f,b,k,w,o
4977,y,f,f,b,k,w,o
