id,odor,gill-attachment,gill-size,stalk-surface-above-ring,population
5446,f,f,b,s,v
5447,y,f,n,k,v
5448,f,f,b,f,s
5449,y,f,n,k,v
5450,f,f,b,f,s
5451,f,f,b,s,v
5452,f,f,b,s,s
5453,f,f,b,k,v
5454,f,f,b,k,v
5455,f,f,b,k,y
5456,f,f,b,k,y
5457,f,f,b,f,s
5458,f,f,b,f,s
5459,f,f,b,f,s
5460,f,f,b,k,y
5461,f,f,b,f,s
5462,s,f,n,s,v
5463,f,f,b,s,s
5464,n,f,b,s,c
5465,n,f,b,s,v
5466,y,f,n,s,v
5467,n,f,b,s,c
5468,f,f,b,s,v
5469,f,f,b,s,v
5470,y,f,n,k,v
5471,f,f,b,f,s
5472,y,f,n,s,v
5473,n,f,b,s,v
5474,y,f,n,k,v
5475,f,f,b,k,v
5476,f,f,b,k,v
5477,f,f,b,k,v
5478,n,f,b,s,v
5479,f,f,b,f,s
5480,n,f,b,s,c
5481,f,f,b,f,v
5482,n,f,b,s,c
5483,f,f,b,s,s
5484,y,f,n,k,v
5485,f,f,b,k,v
5486,f,f,b,k,v
5487,f,f,b,k,y
5488,n,f,b,s,c
5489,f,f,b,k,v
5490,s,f,n,k,v
5491,f,f,b,f,v
5492,f,f,b,k,y
5493,n,f,b,s,c
5494,n,f,b,s,v
5495,n,f,b,s,v
5496,f,f,b,k,y
5497,f,f,b,k,v
5498,n,f,n,s,v
5499,f,f,b,s,s
5500,f,f,b,f,s
5501,f,f,b,f,s
5502,y,f,n,s,v
5503,n,f,b,s,c
5504,n,f,b,s,c
5505,n,f,b,s,c
5506,f,f,b,s,v
5507,f,f,b,k,y
5508,y,f,n,s,v
5509,n,f,n,s,c
5510,f,f,b,f,v
5511,f,f,b,s,s
5512,y,f,n,k,v
5513,f,f,b,s,s
5514,s,f,n,k,v
5515,n,f,b,s,c
5516,n,f,n,s,y
5517,f,f,b,k,y
5518,y,f,n,s,v
5519,f,f,b,k,y
5520,s,f,n,k,v
5521,f,f,b,s,v
5522,s,f,n,k,v
5523,n,f,n,s,v
5524,f,f,b,f,v
5525,f,f,b,k,y
5526,n,f,b,s,c
5527,n,f,b,s,v
5528,f,f,b,k,v
5529,n,f,n,s,v
5530,f,f,n,s,v
5531,y,f,n,k,v
5532,f,f,b,f,v
5533,f,f,b,k,v
5534,f,f,n,s,v
5535,n,f,b,s,c
5536,f,f,n,k,v
5537,n,f,b,s,c
5538,n,f,b,s,c
5539,n,f,b,s,c
5540,f,f,b,s,v
5541,n,f,b,s,c
5542,f,f,b,k,y
5543,f,f,b,k,y
5544,f,f,b,k,y
5545,n,f,b,s,c
5546,f,f,b,s,v
5547,n,f,n,s,v
5548,n,f,n,s,v
5549,n,f,b,s,v
5550,y,f,n,k,v
5551,f,f,b,s,s
5552,n,f,n,s,v
5553,f,f,b,f,s
5554,n,f,n,s,y
5555,y,f,n,s,v
5556,f,f,b,s,v
5557,n,f,b,s,c
5558,n,f,b,s,c
5559,s,f,n,s,v
5560,f,f,n,s,v
5561,f,f,b,s,v
5562,f,f,b,k,v
5563,n,f,b,s,c
5564,n,f,b,s,c
5565,f,f,b,s,v
5566,f,f,b,k,v
5567,n,f,b,s,v
5568,f,f,b,k,v
5569,f,f,b,s,v
5570,n,f,b,s,c
5571,n,f,b,s,c
5572,n,f,b,s,v
5573,f,f,b,k,v
5574,y,f,n,k,v
5575,f,f,b,s,s
5576,f,f,b,s,v
5577,s,f,n,k,v
5578,n,f,b,s,v
5579,n,f,n,s,v
5580,f,f,n,k,v
5581,f,f,b,s,s
5582,f,f,n,k,v
5583,n,f,n,f,v
5584,y,f,n,s,v
5585,f,f,b,s,s
5586,y,f,n,k,v
5587,n,f,n,s,y
5588,n,f,b,s,v
5589,n,f,b,s,c
5590,y,f,n,k,v
5591,f,f,n,k,v
5592,f,f,b,f,v
5593,f,f,b,k,v
5594,n,f,b,s,v
5595,s,f,n,k,v
5596,s,f,n,k,v
5597,n,f,b,s,c
5598,f,f,b,s,v
5599,n,f,n,s,v
5600,n,f,n,s,y
5601,y,f,n,k,v
5602,n,f,n,s,v
5603,f,f,n,k,v
5604,s,f,n,s,v
5605,n,f,b,s,c
5606,n,f,b,s,v
5607,f,f,n,k,v
5608,f,f,b,k,v
5609,n,f,n,s,v
5610,f,f,b,f,v
5611,n,f,b,s,v
5612,f,f,b,k,y
5613,n,f,b,s,c
5614,f,f,b,k,y
5615,s,f,n,k,v
5616,y,f,n,s,v
5617,f,f,b,k,v
5618,n,f,b,s,v
5619,f,f,b,s,v
5620,n,f,b,s,c
5621,n,f,n,s,v
5622,f,f,b,f,v
5623,n,f,b,s,c
5624,n,f,b,s,c
5625,n,f,b,s,c
5626,f,f,b,k,y
5627,f,f,b,f,v
5628,f,f,b,k,v
5629,n,f,b,s,c
5630,f,f,b,f,v
5631,n,f,n,s,v
5632,f,f,b,k,v
5633,f,f,b,k,v
5634,n,f,b,s,v
5635,y,f,n,k,v
5636,f,f,b,k,y
5637,f,f,b,k,v
5638,n,f,b,s,v
5639,n,f,b,s,c
5640,f,f,b,k,v
5641,n,f,b,s,c
5642,n,f,n,k,v
5643,f,f,b,k,y
5644,f,f,b,k,v
5645,y,f,n,k,v
5646,n,f,b,s,c
5647,f,f,b,f,v
5648,f,f,b,f,s
5649,f,f,b,k,y
5650,n,f,b,s,c
5651,f,f,b,k,y
5652,f,f,b,k,y
5653,n,f,b,s,c
5654,n,f,b,s,c
5655,f,f,b,k,v
5656,f,f,b,s,v
5657,f,f,b,k,v
5658,f,f,b,f,s
5659,f,f,b,f,v
5660,n,f,n,k,v
5661,f,f,b,s,s
5662,n,f,b,s,c
5663,f,f,b,k,y
5664,f,f,b,s,s
5665,n,f,n,f,v
5666,f,f,b,k,y
5667,n,f,n,f,v
5668,f,f,b,k,y
5669,y,f,n,k,v
5670,n,f,b,s,c
5671,f,f,b,f,v
5672,f,f,b,k,y
5673,f,f,b,k,y
5674,y,f,n,s,v
5675,n,f,n,s,y
5676,f,f,b,k,y
5677,f,f,b,f,v
5678,f,f,b,f,v
5679,f,f,b,f,s
5680,n,f,b,s,c
5681,n,f,n,k,v
5682,n,f,n,s,v
5683,y,f,n,s,v
5684,n,f,b,s,c
5685,f,f,b,f,v
5686,f,f,b,k,v
5687,n,f,b,s,c
5688,n,f,n,s,v
5689,f,f,b,s,v
5690,f,f,b,k,v
5691,y,f,n,s,v
5692,n,f,b,s,c
5693,n,f,b,s,c
5694,f,f,b,k,v
5695,y,f,n,k,v
5696,n,f,b,s,c
5697,f,f,b,k,y
5698,s,f,n,s,v
5699,n,f,b,s,c
5700,f,f,b,k,v
5701,f,f,b,k,v
5702,f,f,b,k,y
5703,n,f,n,f,v
5704,n,f,b,s,v
5705,n,f,b,s,c
5706,f,f,b,f,v
5707,f,f,b,s,v
5708,f,f,b,k,v
5709,f,f,b,s,s
5710,y,f,n,s,v
5711,f,f,b,f,v
5712,n,f,b,s,c
5713,f,f,b,s,v
5714,y,f,n,k,v
5715,n,f,n,s,v
5716,n,f,b,s,c
5717,f,f,b,s,v
5718,n,f,n,s,c
5719,f,f,b,s,s
5720,s,f,n,s,v
5721,n,f,b,s,c
5722,y,f,n,k,v
5723,s,f,n,s,v
5724,f,f,b,f,s
5725,n,f,b,s,c
5726,f,f,b,s,s
5727,n,f,b,s,v
5728,n,f,n,f,v
5729,f,f,b,s,v
5730,f,f,b,s,v
5731,f,f,b,k,v
5732,n,f,b,s,c
5733,n,f,b,s,c
5734,n,f,n,s,v
5735,n,f,b,s,c
5736,f,f,b,s,v
5737,y,f,n,s,v
5738,n,f,b,s,c
5739,n,f,b,s,v
5740,f,f,b,s,s
5741,f,f,b,s,v
5742,n,f,b,s,c
5743,f,f,b,s,s
5744,n,f,b,s,c
5745,n,f,b,s,v
5746,s,f,n,k,v
5747,f,f,b,k,v
5748,f,f,b,f,s
5749,n,f,n,s,v
5750,f,f,b,s,v
5751,f,f,b,f,v
5752,n,f,b,s,v
5753,n,f,b,s,v
5754,f,f,b,s,s
5755,n,f,b,s,c
5756,s,f,n,s,v
5757,f,f,b,k,v
5758,n,f,b,s,c
5759,f,f,n,k,v
5760,f,f,b,s,s
5761,n,f,b,s,v
5762,y,f,n,k,v
5763,f,f,b,f,v
5764,f,f,b,s,v
5765,n,f,n,s,y
5766,f,f,b,f,s
5767,f,f,b,f,s
5768,n,f,n,s,v
5769,s,f,n,s,v
5770,n,f,b,s,c
5771,f,f,n,k,v
5772,y,f,n,k,v
5773,f,f,b,f,s
5774,n,f,n,s,y
5775,n,f,b,s,v
5776,f,f,b,f,v
5777,n,f,n,f,v
5778,n,f,n,s,v
5779,f,f,b,s,v
5780,n,f,n,s,v
5781,y,f,n,k,v
5782,n,f,b,s,c
5783,n,f,b,s,v
5784,n,f,n,k,v
5785,f,f,b,k,y
5786,f,f,b,s,v
5787,f,f,b,k,v
5788,n,f,b,s,c
5789,n,f,b,s,v
5790,n,f,b,s,v
5791,s,f,n,s,v
5792,f,f,b,f,v
5793,f,f,b,k,y
5794,n,f,b,s,v
5795,n,f,n,s,v
5796,f,f,b,k,y
5797,f,f,b,k,v
5798,f,f,b,k,v
5799,f,f,b,s,s
5800,y,f,n,s,v
5801,n,f,n,k,v
5802,f,f,n,k,v
5803,f,f,b,s,s
5804,f,f,b,k,y
5805,n,f,n,s,v
5806,f,f,b,f,s
5807,f,f,b,f,v
5808,n,f,b,s,c
5809,f,f,b,s,s
5810,f,f,b,k,v
5811,f,f,n,s,v
5812,f,f,b,s,v
5813,f,f,b,s,s
5814,f,f,b,k,v
5815,n,f,n,s,v
5816,s,f,n,k,v
5817,n,f,b,s,c
5818,y,f,n,k,v
5819,f,f,b,s,s
5820,y,f,n,s,v
5821,n,f,b,s,c
5822,f,f,b,k,v
5823,f,f,b,f,v
5824,n,f,b,s,c
5825,f,f,b,k,v
5826,f,f,b,k,v
5827,n,f,b,s,c
5828,f,f,b,f,v
5829,n,f,b,s,c
5830,f,f,b,k,y
5831,f,f,b,s,s
5832,s,f,n,s,v
5833,f,f,b,k,y
5834,n,f,b,s,v
5835,s,f,n,k,v
5836,n,f,n,s,v
5837,n,f,n,s,y
5838,f,f,n,s,v
5839,f,f,b,f,s
5840,n,f,n,s,v
5841,n,f,b,s,v
5842,f,f,b,k,v
5843,f,f,b,s,v
5844,f,f,b,k,y
5845,f,f,b,k,v
5846,f,f,b,k,y
5847,f,f,b,f,s
5848,n,f,n,s,v
5849,f,f,b,f,s
5850,n,f,b,s,c
5851,s,f,n,k,v
5852,f,f,b,f,s
5853,f,f,b,k,y
5854,n,f,b,s,v
5855,f,f,n,s,v
5856,n,f,b,s,v
5857,f,f,b,k,y
5858,f,f,b,k,y
5859,n,f,b,s,c
5860,n,f,b,s,c
5861,f,f,n,k,v
5862,n,f,b,s,c
5863,n,f,b,s,v
5864,n,f,b,s,c
5865,y,f,n,s,v
5866,n,f,b,s,c
5867,f,f,b,s,s
5868,n,f,b,s,v
5869,s,f,n,s,v
5870,y,f,n,k,v
5871,f,f,b,k,y
5872,f,f,n,s,v
5873,s,f,n,k,v
5874,f,f,b,f,v
5875,n,f,b,s,c
5876,n,f,n,s,y
5877,f,f,b,k,y
5878,f,f,b,s,v
5879,s,f,n,s,v
5880,f,f,b,s,v
5881,f,f,b,s,v
5882,f,f,b,k,y
5883,n,f,b,s,v
5884,n,f,b,s,c
5885,y,f,n,k,v
5886,f,f,b,k,v
5887,n,f,b,s,c
5888,f,f,b,s,v
5889,f,f,b,f,v
5890,f,f,b,s,s
5891,f,f,b,k,y
5892,f,f,n,s,v
5893,f,f,b,f,v
5894,n,f,b,s,c
5895,n,f,b,s,c
5896,n,f,n,s,v
5897,f,f,b,f,s
5898,f,f,b,s,s
5899,n,f,b,s,c
5900,f,f,b,k,y
5901,s,f,n,k,v
5902,n,f,b,s,v
5903,f,f,b,k,y
5904,n,f,n,s,v
5905,f,f,b,k,y
5906,f,f,b,f,s
5907,n,f,b,s,c
5908,n,f,b,s,c
5909,f,f,b,f,v
5910,f,f,b,k,y
5911,f,f,b,s,s
5912,f,f,b,k,v
5913,f,f,b,s,s
5914,n,f,b,s,c
5915,n,f,b,s,c
5916,f,f,b,k,y
5917,n,f,b,s,c
5918,n,f,b,s,c
5919,f,f,b,f,v
5920,f,f,b,s,v
5921,f,f,b,k,v
5922,f,f,b,s,v
5923,f,f,b,s,v
5924,f,f,b,k,v
5925,f,f,b,k,y
5926,f,f,b,k,y
5927,f,f,b,k,v
5928,n,f,b,s,v
5929,f,f,n,s,v
5930,n,f,b,s,v
5931,n,f,b,s,c
5932,y,f,n,s,v
5933,y,f,n,s,v
5934,f,f,n,k,v
5935,f,f,b,s,s
5936,n,f,n,k,v
5937,f,f,b,f,v
5938,n,f,b,s,c
5939,n,f,b,s,c
5940,n,f,b,s,c
5941,n,f,b,s,v
5942,f,f,b,s,v
5943,f,f,b,s,s
5944,f,f,b,k,v
5945,s,f,n,k,v
5946,n,f,b,s,v
5947,f,f,b,f,v
5948,n,f,b,s,v
5949,n,f,n,s,y
5950,n,f,n,f,v
5951,f,f,b,k,v
5952,f,f,b,s,v
5953,f,f,b,k,v
5954,n,f,b,s,c
5955,f,f,b,k,y
5956,n,f,n,k,v
5957,s,f,n,k,v
5958,f,f,b,k,y
5959,f,f,b,k,y
5960,f,f,b,f,s
5961,f,f,n,s,v
5962,n,f,b,s,c
5963,n,f,n,f,v
5964,n,f,b,s,v
5965,n,f,n,k,v
5966,f,f,b,k,v
5967,s,f,n,k,v
5968,f,f,b,k,y
5969,f,f,b,k,v
5970,f,f,b,s,s
5971,n,f,n,s,y
5972,y,f,n,k,v
5973,n,f,b,s,v
5974,y,f,n,k,v
5975,f,f,b,s,v
5976,f,f,b,s,v
5977,n,f,b,s,c
5978,f,f,b,s,s
5979,n,f,n,f,v
5980,f,f,b,k,v
5981,n,f,n,s,y
5982,f,f,b,s,s
5983,n,f,b,s,v
5984,f,f,b,k,y
5985,f,f,b,s,s
5986,f,f,n,s,v
5987,f,f,b,k,v
5988,f,f,b,f,s
5989,f,f,b,s,s
5990,s,f,n,s,v
5991,f,f,b,k,y
5992,f,f,n,k,v
5993,n,f,b,s,v
5994,f,f,b,k,v
5995,y,f,n,k,v
5996,f,f,n,k,v
5997,n,f,b,s,c
5998,n,f,n,s,y
5999,f,f,b,s,v
6000,f,f,b,k,y
6001,f,f,n,k,v
6002,s,f,n,k,v
6003,f,f,n,s,v
6004,f,f,n,k,v
6005,f,f,n,k,v
6006,s,f,n,s,v
6007,y,f,n,k,v
6008,y,f,n,s,v
6009,s,f,n,s,v
6010,f,f,n,s,v
6011,f,f,n,k,v
6012,s,f,n,s,v
6013,s,f,n,k,v
6014,f,f,n,k,v
6015,y,f,n,k,v
6016,f,f,n,s,v
6017,y,f,n,s,v
6018,f,f,n,k,v
6019,s,f,n,k,v
6020,y,f,n,s,v
6021,f,f,n,s,v
6022,y,f,n,k,v
6023,s,f,n,k,v
6024,y,f,n,s,v
6025,y,f,n,k,v
6026,s,f,n,k,v
6027,y,f,n,k,v
6028,y,f,n,k,v
6029,s,f,n,k,v
6030,y,f,n,s,v
6031,s,f,n,k,v
6032,s,f,n,s,v
6033,s,f,n,k,v
6034,f,f,n,s,v
6035,s,f,n,k,v
6036,s,f,n,s,v
6037,f,f,n,k,v
6038,y,f,n,k,v
6039,n,a,b,s,c
6040,y,f,n,k,v
6041,n,a,b,s,v
6042,y,f,n,s,v
6043,s,f,n,k,v
6044,y,f,n,s,v
6045,y,f,n,k,v
6046,y,f,n,s,v
6047,f,f,n,s,v
6048,s,f,n,s,v
6049,y,f,n,s,v
6050,f,f,n,k,v
6051,s,f,n,s,v
6052,f,f,n,s,v
6053,s,f,n,k,v
6054,y,f,n,s,v
6055,f,f,n,s,v
6056,y,f,n,k,v
6057,f,f,n,s,v
6058,y,f,n,k,v
6059,f,f,n,k,v
6060,s,f,n,s,v
6061,f,f,n,k,v
6062,f,f,n,s,v
6063,s,f,n,s,v
6064,f,f,n,k,v
6065,s,f,n,s,v
6066,s,f,n,s,v
6067,f,f,n,s,v
6068,s,f,n,s,v
6069,n,f,b,k,n
6070,y,f,n,s,v
6071,f,f,n,s,v
6072,f,f,n,s,v
6073,s,f,n,s,v
6074,s,f,n,s,v
6075,s,f,n,k,v
6076,f,f,n,k,v
6077,y,f,n,s,v
6078,f,f,n,k,v
6079,s,f,n,k,v
6080,s,f,n,k,v
6081,y,f,n,k,v
6082,y,f,n,k,v
6083,s,f,n,k,v
6084,s,f,n,s,v
6085,y,f,n,k,v
6086,s,f,n,k,v
6087,y,f,n,k,v
6088,s,f,n,s,v
6089,y,f,n,s,v
6090,s,f,n,s,v
6091,f,f,n,s,v
6092,y,f,n,s,v
6093,f,f,n,k,v
6094,f,f,n,s,v
6095,y,f,n,s,v
6096,f,f,n,s,v
6097,f,f,n,s,v
6098,y,f,n,s,v
6099,y,f,n,s,v
6100,f,f,n,k,v
6101,f,f,n,s,v
6102,s,f,n,s,v
6103,f,f,n,s,v
6104,s,f,n,k,v
6105,y,f,n,s,v
6106,y,f,n,s,v
6107,s,f,n,s,v
6108,y,f,n,k,v
6109,s,f,n,k,v
6110,f,f,n,s,v
6111,y,f,n,k,v
6112,s,f,n,k,v
6113,f,f,n,k,v
6114,f,f,n,s,v
6115,f,f,n,k,v
6116,s,f,n,s,v
6117,s,f,n,s,v
6118,f,f,n,s,v
6119,f,f,n,s,v
6120,s,f,n,k,v
6121,n,f,b,s,v
6122,y,f,n,s,v
6123,y,f,n,s,v
6124,y,f,n,s,v
6125,s,f,n,s,v
6126,y,f,n,s,v
6127,s,f,n,s,v
6128,f,f,n,k,v
6129,f,f,n,k,v
6130,y,f,n,k,v
6131,f,f,n,k,v
6132,f,f,n,k,v
6133,y,f,n,s,v
6134,y,f,n,k,v
6135,s,f,n,k,v
6136,f,f,n,s,v
6137,s,f,n,s,v
6138,y,f,n,s,v
6139,y,f,n,k,v
6140,f,f,n,s,v
6141,s,f,n,k,v
6142,y,f,n,s,v
6143,n,f,b,s,n
6144,s,f,n,s,v
6145,f,f,n,k,v
6146,s,f,n,k,v
6147,y,f,n,s,v
6148,n,f,b,k,s
6149,s,f,n,k,v
6150,s,f,n,k,v
6151,s,f,n,s,v
6152,f,f,n,k,v
6153,f,f,n,s,v
6154,f,f,n,k,v
6155,s,f,n,k,v
6156,y,f,n,s,v
6157,f,f,n,s,v
6158,f,f,n,s,v
6159,f,f,n,k,v
6160,s,f,n,s,v
6161,f,f,n,s,v
6162,s,f,n,k,v
6163,s,f,n,s,v
6164,s,f,n,s,v
6165,y,f,n,s,v
6166,y,f,n,s,v
6167,f,f,n,k,v
6168,y,f,n,s,v
6169,y,f,n,s,v
6170,y,f,n,s,v
6171,y,f,n,k,v
6172,f,f,n,k,v
6173,f,f,n,s,v
6174,f,f,n,k,v
6175,f,f,n,s,v
6176,f,f,n,s,v
6177,f,f,n,k,v
6178,f,f,n,s,v
6179,s,f,n,k,v
6180,y,f,n,s,v
6181,f,f,n,s,v
6182,s,f,n,k,v
6183,f,f,n,k,v
6184,s,f,n,k,v
6185,s,f,n,k,v
6186,y,f,n,k,v
6187,f,f,n,k,v
6188,s,f,n,k,v
6189,s,f,n,s,v
6190,s,f,n,k,v
6191,s,f,n,s,v
6192,f,f,n,s,v
6193,f,f,n,s,v
6194,f,f,n,k,v
6195,n,f,b,s,n
6196,s,f,n,k,v
6197,s,f,n,k,v
6198,s,f,n,s,v
6199,y,f,n,k,v
6200,y,f,n,s,v
6201,f,f,n,k,v
6202,f,f,n,k,v
6203,f,f,n,k,v
6204,n,f,b,k,s
6205,s,f,n,k,v
6206,f,f,n,s,v
6207,y,f,n,k,v
6208,s,f,n,k,v
6209,y,f,n,k,v
6210,y,f,n,k,v
6211,f,f,n,k,v
6212,y,f,n,s,v
6213,f,f,n,s,v
6214,s,f,n,s,v
6215,n,f,b,k,n
6216,s,f,n,s,v
6217,f,f,n,s,v
6218,f,f,n,s,v
6219,s,f,n,s,v
6220,n,f,b,s,s
6221,s,f,n,s,v
6222,y,f,n,k,v
6223,f,f,n,s,v
6224,s,f,n,k,v
6225,f,f,n,k,v
6226,y,f,n,k,v
6227,s,f,n,s,v
6228,f,f,n,k,v
6229,s,f,n,s,v
6230,y,f,n,s,v
6231,y,f,n,s,v
6232,y,f,n,s,v
6233,y,f,n,s,v
6234,y,f,n,k,v
6235,f,f,n,s,v
6236,f,f,n,k,v
6237,f,f,n,k,v
6238,s,f,n,s,v
6239,y,f,n,k,v
6240,y,f,n,s,v
6241,s,f,n,s,v
6242,f,f,n,s,v
6243,f,f,n,s,v
6244,y,f,n,s,v
6245,y,f,n,k,v
6246,f,f,n,k,v
6247,s,f,n,s,v
6248,s,f,n,s,v
6249,f,f,n,k,v
6250,y,f,n,k,v
6251,s,f,n,k,v
6252,s,f,n,s,v
6253,f,f,n,k,v
6254,s,f,n,s,v
6255,s,f,n,k,v
6256,y,f,n,s,v
6257,y,f,n,k,v
6258,s,f,n,s,v
6259,s,f,n,s,v
6260,y,f,n,k,v
6261,f,f,n,s,v
6262,n,f,b,k,s
6263,y,f,n,k,v
6264,s,f,n,s,v
6265,y,f,n,s,v
6266,s,f,n,k,v
6267,s,f,n,k,v
6268,y,f,n,s,v
6269,s,f,n,s,v
6270,y,f,n,s,v
6271,f,f,n,k,v
6272,s,f,n,s,v
6273,s,f,n,s,v
6274,f,f,n,s,v
6275,s,f,n,s,v
6276,y,f,n,k,v
6277,s,f,n,k,v
6278,f,f,n,k,v
6279,f,f,n,k,v
6280,n,f,b,k,s
6281,s,f,n,k,v
6282,y,f,n,s,v
6283,f,f,n,s,v
6284,f,f,n,s,v
6285,y,f,n,k,v
6286,s,f,n,s,v
6287,f,f,n,k,v
6288,f,f,n,s,v
6289,f,f,n,s,v
6290,s,f,n,k,v
6291,y,f,n,k,v
6292,s,f,n,k,v
6293,s,f,n,s,v
6294,s,f,n,k,v
6295,y,f,n,s,v
6296,f,f,n,s,v
6297,f,f,n,k,v
6298,f,f,n,k,v
6299,y,f,n,k,v
6300,y,f,n,k,v
6301,s,f,n,s,v
6302,y,f,n,k,v
6303,f,f,n,s,v
6304,s,f,n,s,v
6305,s,f,n,k,v
6306,f,f,n,k,v
6307,f,f,n,s,v
6308,f,f,n,s,v
6309,y,f,n,s,v
6310,f,f,n,s,v
6311,f,f,n,k,v
6312,f,f,n,s,v
6313,f,f,n,s,v
6314,s,f,n,k,v
6315,f,f,n,k,v
6316,y,f,n,k,v
6317,f,f,n,k,v
6318,y,f,n,s,v
6319,f,f,n,s,v
6320,y,f,n,s,v
6321,f,f,n,k,v
6322,y,f,n,k,v
6323,f,f,n,k,v
6324,s,f,n,k,v
6325,s,f,n,k,v
6326,y,f,n,k,v
6327,s,f,n,k,v
6328,y,f,n,s,v
6329,f,f,n,s,v
6330,f,f,n,s,v
6331,f,f,n,s,v
6332,n,f,b,s,s
6333,f,f,n,s,v
6334,f,f,n,k,v
6335,s,f,n,k,v
6336,s,f,n,k,v
6337,f,f,n,k,v
6338,y,f,n,s,v
6339,s,f,n,k,v
6340,f,f,n,k,v
6341,f,f,n,s,v
6342,f,f,n,k,v
6343,f,f,n,k,v
6344,y,f,n,k,v
6345,f,f,n,k,v
6346,f,f,n,s,v
6347,f,f,n,s,v
6348,s,f,n,k,v
6349,f,f,n,s,v
6350,f,f,n,k,v
6351,f,f,n,k,v
6352,f,f,n,s,v
6353,s,f,n,k,v
6354,y,f,n,k,v
6355,y,f,n,k,v
6356,y,f,n,s,v
6357,f,f,n,k,v
6358,y,f,n,k,v
6359,y,f,n,s,v
6360,f,f,n,k,v
6361,f,f,n,s,v
6362,y,f,n,s,v
6363,f,f,n,s,v
6364,s,f,n,s,v
6365,y,f,n,s,v
6366,f,f,n,k,v
6367,n,f,b,k,n
6368,f,f,n,s,v
6369,f,f,n,k,v
6370,y,f,n,k,v
6371,f,f,n,k,v
6372,y,f,n,k,v
6373,f,f,n,s,v
6374,f,f,n,s,v
6375,y,f,n,k,v
6376,n,a,b,s,v
6377,f,f,n,k,v
6378,s,f,n,k,v
6379,y,f,n,k,v
6380,s,f,n,s,v
6381,s,f,n,k,v
6382,f,f,n,k,v
6383,s,f,n,k,v
6384,s,f,n,k,v
6385,y,f,n,k,v
6386,f,f,n,k,v
6387,s,f,n,k,v
6388,f,f,n,k,v
6389,y,f,n,k,v
6390,s,f,n,k,v
6391,y,f,n,k,v
6392,s,f,n,k,v
6393,f,f,n,k,v
6394,y,f,n,k,v
6395,y,f,n,s,v
6396,f,f,n,s,v
6397,n,f,b,k,s
6398,y,f,n,s,v
6399,f,f,n,s,v
6400,y,f,n,s,v
6401,s,f,n,s,v
6402,s,f,n,s,v
6403,f,f,n,s,v
6404,n,f,b,k,s
6405,s,f,n,k,v
6406,s,f,n,s,v
6407,n,f,b,s,s
6408,y,f,n,s,v
6409,s,f,n,k,v
6410,f,f,n,s,v
6411,s,f,n,k,v
6412,f,f,n,k,v
6413,s,f,n,k,v
6414,s,f,n,s,v
6415,s,f,n,s,v
6416,m,f,b,k,c
6417,y,f,n,s,v
6418,y,f,n,s,v
6419,s,f,n,k,v
6420,y,f,n,s,v
6421,f,f,n,k,v
6422,s,f,n,s,v
6423,f,f,n,k,v
6424,s,f,n,s,v
6425,n,a,b,s,c
6426,s,f,n,s,v
6427,s,f,n,s,v
6428,s,f,n,s,v
6429,f,f,n,k,v
6430,y,f,n,k,v
6431,f,f,n,k,v
6432,s,f,n,s,v
6433,y,f,n,s,v
6434,f,f,n,s,v
6435,n,a,b,s,v
6436,s,f,n,k,v
6437,f,f,n,s,v
6438,f,f,n,s,v
6439,y,f,n,k,v
6440,f,f,n,k,v
6441,s,f,n,k,v
6442,f,f,n,s,v
6443,y,f,n,s,v
6444,s,f,n,s,v
6445,y,f,n,k,v
6446,y,f,n,s,v
6447,y,f,n,s,v
6448,y,f,n,k,v
6449,y,f,n,s,v
6450,n,f,b,s,n
6451,y,f,n,s,v
6452,y,f,n,s,v
6453,f,f,n,s,v
6454,s,f,n,k,v
6455,y,f,n,k,v
6456,f,f,n,k,v
6457,s,f,n,k,v
6458,s,f,n,s,v
6459,y,f,n,k,v
6460,s,f,n,k,v
6461,s,f,n,k,v
6462,f,f,n,s,v
6463,s,f,n,k,v
6464,f,f,n,s,v
6465,f,f,n,s,v
6466,y,f,n,k,v
6467,y,f,n,k,v
6468,y,f,n,k,v
6469,y,f,n,k,v
6470,f,f,n,k,v
6471,f,f,n,s,v
6472,f,f,n,k,v
6473,s,f,n,s,v
6474,y,f,n,s,v
6475,f,f,n,k,v
6476,y,f,n,s,v
6477,f,f,n,k,v
6478,y,f,n,s,v
6479,s,f,n,s,v
6480,s,f,n,k,v
6481,s,f,n,s,v
6482,y,f,n,s,v
6483,s,f,n,k,v
6484,y,f,n,k,v
6485,y,f,n,k,v
6486,y,f,n,k,v
6487,s,f,n,s,v
6488,f,f,n,k,v
6489,s,f,n,s,v
6490,f,f,n,s,v
6491,s,f,n,k,v
6492,s,f,n,s,v
6493,f,f,n,k,v
6494,s,f,n,k,v
6495,f,f,n,s,v
6496,y,f,n,k,v
6497,y,f,n,k,v
6498,f,f,n,s,v
6499,s,f,n,k,v
6500,f,f,n,k,v
6501,f,f,n,k,v
6502,s,f,n,s,v
6503,f,f,n,s,v
6504,f,f,n,k,v
6505,y,f,n,s,v
6506,s,f,n,k,v
6507,f,f,n,s,v
6508,s,f,n,s,v
6509,y,f,n,s,v
6510,n,f,b,k,n
6511,s,f,n,k,v
6512,f,f,n,s,v
6513,y,f,n,k,v
6514,y,f,n,s,v
6515,y,f,n,s,v
6516,f,f,n,k,v
6517,y,f,n,k,v
6518,n,f,b,s,n
6519,f,f,n,k,v
